@relation kin8nm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute y numeric

@data
0.605223,0.896984,0.429,0.240501,0.153737,0.985672,0.059929,0.448105,0.366336
0.238597,0.004599,0.453395,0.335781,0.293195,0.183773,0.914462,0.540328,0.711658
0.795607,0.904123,0.429999,0.126866,0.928839,0.853256,0.096376,0.33473,0.79968
0.783721,0.983185,0.239457,0.152611,0.065698,0.196373,0.389778,0.549902,0.592658
0.034617,0.668624,0.99342,0.685176,0.783403,0.555989,0.929512,0.110493,0.304914
0.760679,0.262957,0.090545,0.293765,0.973994,0.210306,0.001244,0.732739,0.291834
0.788191,0.785124,0.382834,0.209535,0.897596,0.673863,0.720188,0.659581,0.73647
0.149269,0.126561,0.589049,0.077173,0.026645,0.842676,0.378085,0.053443,0.620542
0.571508,0.556127,0.235254,0.268615,0.487165,0.414232,0.426036,0.635402,0.633563
0.63027,0.692692,0.352338,0.66706,0.622897,0.257243,0.237254,0.993996,0.399382
0.166823,0.747135,0.06863,0.932293,0.636415,0.366057,0.808457,0.17629,0.505323
0.588917,0.690245,0.076524,0.098108,0.816117,0.759037,0.700863,0.721567,0.744897
0.199472,0.621456,0.738813,0.000525,0.752227,0.02748,0.618229,0.02611,0.454022
0.269017,0.577226,0.16735,0.497942,0.062801,0.64325,0.984439,0.613553,0.593306
0.034622,0.265385,0.167754,0.584594,0.090407,0.446551,0.02955,0.062203,0.559976
0.838846,0.585951,0.951392,0.424568,0.025831,0.303793,0.394158,0.752014,0.379989
0.456057,0.895274,0.776171,0.833852,0.800357,0.53906,0.524078,0.35378,0.336936
0.379639,0.268853,0.000795,0.200343,0.892105,0.750195,0.806059,0.467112,0.625361
0.110342,0.868906,0.047794,0.633641,0.737313,0.452373,0.40777,0.757031,0.821312
0.376651,0.145826,0.911313,0.46885,0.420217,0.138355,0.284303,0.613582,0.44758
0.912272,0.325218,0.194571,0.806164,0.54698,0.680454,0.456132,0.552712,0.585978
0.423487,0.108028,0.633192,0.011366,0.829279,0.598187,0.99134,0.305648,0.644238
0.021386,0.098995,0.094017,0.635511,0.948171,0.261505,0.999397,0.136914,0.680462
0.402232,0.291004,0.726074,0.873249,0.941556,0.978936,0.398986,0.431596,0.096098
0.81263,0.129756,0.075213,0.096906,0.773566,0.986629,0.668215,0.304921,0.45053
0.874097,0.251202,0.719439,0.795199,0.674038,0.268211,0.986601,0.932875,0.346923
0.867395,0.228782,0.5735,0.786574,0.085607,0.659278,0.368101,0.721934,0.417169
0.230539,0.452389,0.927883,0.878202,0.355157,0.763653,0.656792,0.208466,0.323251
0.38203,0.304763,0.684962,0.326191,0.209044,0.58517,0.017019,0.07428,0.401784
0.297995,0.354501,0.145182,0.009876,0.742087,0.527719,0.812492,0.574316,0.900804
0.028038,0.230043,0.614486,0.605574,0.652696,0.178242,0.509071,0.122381,0.710806
0.192369,0.639028,0.725784,0.901495,0.416694,0.915019,0.61696,0.382747,0.3336
0.903236,0.883412,0.213333,0.669117,0.348004,0.989293,0.65508,0.926895,0.429229
0.574349,0.921365,0.94624,0.499731,0.001242,0.020717,0.254025,0.286949,0.500694
0.366024,0.746512,0.190829,0.647892,0.578046,0.013916,0.631137,0.109202,0.698171
0.306482,0.237583,0.751569,0.899577,0.914979,0.7381,0.898497,0.048514,0.312034
0.666458,0.355413,0.554496,0.445754,0.14456,0.220495,0.795197,0.85313,0.380024
0.340279,0.555087,0.538434,0.779306,0.06814,0.891129,0.871905,0.481735,0.36735
0.651322,0.201938,0.605045,0.767416,0.820942,0.561533,0.933198,0.331559,0.022908
0.966779,0.310494,0.065197,0.011944,0.839957,0.357298,0.939211,0.28207,0.761233
0.465772,0.669568,0.379405,0.349372,0.38205,0.599309,0.986363,0.168399,0.374322
0.645766,0.125987,0.960118,0.471143,0.158799,0.104775,0.364302,0.189735,0.426643
0.59189,0.913326,0.413766,0.333214,0.365454,0.433648,0.818231,0.515125,0.526543
0.159895,0.641606,0.432311,0.000254,0.240531,0.496998,0.957629,0.066894,0.598787
0.156475,0.207641,0.093122,0.957435,0.893384,0.972855,0.495259,0.533234,0.719004
0.680644,0.155909,0.686513,0.516796,0.243497,0.821049,0.511291,0.196699,0.222343
0.738286,0.772089,0.221561,0.351132,0.739044,0.008662,0.914377,0.469918,0.763731
0.458336,0.058505,0.240804,0.034626,0.523943,0.449214,0.664408,0.865277,0.678145
0.679423,0.829016,0.630193,0.435695,0.699781,0.061607,1,0.474816,0.691918
0.216506,0.762635,0.700562,0.768803,0.695174,0.076363,0.534419,0.127919,0.509753
0.540993,0.190068,0.326615,0.311536,0.26878,0.024885,0.576133,0.37512,0.556114
0.807155,0.825274,0.764382,0.790185,0.615338,0.05248,0.569368,0.849444,0.461578
0.863433,0.876742,0.873602,0.540003,0.606808,0.718002,0.883117,0.588738,0.279408
0.6503,0.830939,0.428898,0.249777,0.265153,0.517944,0.343284,0.33003,0.416367
0.793826,0.077079,0.740494,0.171687,0.657803,0.936929,0.608006,0.602938,0.54686
0.858007,0.983579,0.411996,0.183856,0.237823,0.141863,0.189922,0.796852,0.658563
0.467974,0.28578,0.680641,0.644499,0.379182,0.625853,0.398801,0.365427,0.475257
0.667774,0.3313,0.532269,0.877809,0.946616,0.127842,0.558588,0.055507,0.507223
0.444129,0.329398,0.989183,0.720572,0.810696,0.041521,0.734893,0.304786,0.284548
0.932564,0.354471,0.880548,0.98706,0.644207,0.57574,0.483476,0.664545,0.280629
0.4549,0.722606,0.169096,0.244904,0.756591,0.087935,0.493103,0.413001,0.743266
0.943095,0.465755,0.509013,0.302581,0.393521,0.472294,0.274449,0.00791,0.413798
0.433494,0.923114,0.144462,0.342702,0.914832,0.866681,0.85379,0.9735,0.588826
0.204706,0.129447,0.507986,0.407029,0.679638,0.77754,0.506934,0.965383,0.724685
0.234494,0.053248,0.894383,0.156891,0.189475,0.925898,0.693341,0.655804,0.338726
0.841353,0.486044,0.674536,0.60271,0.879881,0.799953,0.210571,0.617928,0.507908
0.57512,0.888451,0.936919,0.786791,0.311651,0.532236,0.399165,0.537319,0.331818
0.321018,0.60912,0.542806,0.522016,0.078458,0.078176,0.668204,0.79245,0.496799
0.93878,0.264396,0.070586,0.057178,0.211397,0.4905,0.78845,0.434748,0.479402
0.911911,0.953788,0.943366,0.336797,0.287212,0.780574,0.489011,0.229088,0.331259
0.362304,0.627855,0.890902,0.189547,0.367049,0.910018,0.50804,0.391062,0.358794
0.792188,0.12959,0.184277,0.26147,0.055907,0.961684,0.288966,0.569674,0.467674
0.326821,0.458316,0.644894,0.628339,0.238377,0.109859,0.809876,0.160934,0.345612
0.466036,0.916837,0.76829,0.378908,0.691717,0.873716,0.557276,0.833356,0.517552
0.090423,0.648337,0.565388,0.702356,0.182194,0.980315,0.68251,0.404053,0.274176
0.611769,0.335988,0.584355,0.947559,0.516281,0.160721,0.19471,0.742914,0.564975
0.245245,0.103672,0.353113,0.58877,0.932411,0.498922,0.865594,0.542291,0.714637
0.528873,0.892782,0.091796,0.579509,0.099112,0.309691,0.88051,0.294404,0.267646
0.120703,0.391355,0.402929,0.991499,0.301813,0.654059,0.543356,0.318422,0.339181
0.506654,0.578255,0.306578,0.815452,0.739112,0.078924,0.769734,0.674244,0.699779
0.707482,0.564542,0.032014,0.054784,0.659861,0.064205,0.984184,0.303882,0.731699
0.77738,0.109001,0.71128,0.101363,0.83129,0.733305,0.740194,0.489,0.599355
0.476253,0.453232,0.445963,0.683957,0.740431,0.642567,0.557868,0.326346,0.445612
0.787624,0.467719,0.535028,0.811473,0.831686,0.970384,0.625919,0.732687,0.27191
0.622475,0.923633,0.357197,0.217273,0.386617,0.289692,0.217625,0.781049,0.511921
0.173493,0.867773,0.739408,0.076798,0.905225,0.607612,0.938664,0.964368,0.548836
0.672909,0.098318,0.171736,0.963456,0.226657,0.625418,0.790407,0.603881,0.317888
0.744829,0.917994,0.870077,0.66959,0.725087,0.820674,0.384001,0.636657,0.494774
0.415518,0.099082,0.189866,0.437025,0.959649,0.708107,0.853894,0.062293,0.48472
0.093845,0.753978,0.570595,0.115529,0.836761,0.242829,0.263075,0.268159,0.453833
0.127894,0.699313,0.098247,0.682742,0.67111,0.174131,0.720701,0.56269,0.809621
0.344148,0.02043,0.82405,0.401932,0.864111,0.825383,0,0.866311,0.51685
0.665012,0.9461,0.667848,0.524984,0.292574,0.834624,0.819625,0.851818,0.291191
0.030505,0.435474,0.531246,0.919224,0.48354,0.113071,0.374101,0.453818,0.785741
0.655286,0.031686,0.794411,0.532825,0.708341,0.838167,0.478146,0.493159,0.287637
0.5849,0.122323,0.545382,0.652576,0.541453,0.65242,0.924592,0.187885,0.135737
0.696917,0.338388,0.363691,0.582869,0.958974,0.534462,0.319562,0.432196,0.729194
0.215523,0.440376,0.868344,0.435685,0.488857,0.475057,0.968157,0.375408,0.248164
0.018582,0.418255,0.073613,0.603411,0.060514,0.292764,0.418129,0.682355,0.73644
0.277963,0.663677,0.825826,0.575857,0.660357,0.225119,0.355421,0.513605,0.531577
0.378026,0.132395,0.508243,0.627695,0.157827,0.587212,0.561054,0.551634,0.465686
0.018349,0.60397,0.204472,0.555972,0.029305,0.848787,0.170652,0.194537,0.297963
0.354618,0.71263,0.033646,0.541992,0.179191,0.103645,0.570579,0.146766,0.375513
0.616385,0.817777,0.144306,0.659051,0.058989,0.44554,0.243634,0.889046,0.712216
0.825996,0.880932,0.884829,0.366404,0.026059,0.329961,0.029069,0.658963,0.3933
0.502145,0.237958,0.110808,0.627349,0.627339,0.25253,0.322265,0.670273,0.693156
0.933061,0.645325,0.927501,0.741187,0.29199,0.171676,0.395504,0.611889,0.380144
0.804848,0.713137,0.254861,0.333006,0.672595,0.587639,0.144817,0.120882,0.688205
0.083051,0.331685,0.882328,0.5055,0.830969,0.02106,0.42121,0.196476,0.508459
0.729345,0.789907,0.082186,0.574162,0.332845,0.77821,0.138634,0.723797,0.48679
0.195854,0.510151,0.905258,0.159594,0.243822,0.1874,0.520138,0.488091,0.494024
0.469037,0.025888,0.445994,0.006746,0.200886,0.78482,0.585459,0.074481,0.711515
0.521386,0.683422,0.049332,0.029853,0.641696,0.25449,0.296265,0.942055,0.370277
0.287959,0.958419,0.757583,0.240337,0.564442,0.09901,0.464907,0.887082,0.278599
0.371989,0.463808,0.609964,0.57196,0.283798,0.579122,0.4561,0.684963,0.476602
0.556953,0.20783,0.741139,0.162383,0.999571,0.91218,0.448867,0.318683,0.457555
0.023754,0.338188,0.267349,0.866518,0.728141,0.289927,0.904515,0.046002,0.480615
0.194757,0.088995,0.749707,0.014896,0.291717,0.557279,0.927809,0.678748,0.635132
0.041827,0.227366,0.248664,0.945805,0.089201,0.880256,0.379433,0.936225,0.447453
0.930771,0.641842,0.729748,0.115972,0.750703,0.8694,0.085857,0.974951,0.274287
0.312458,0.183458,0.825249,0.129842,0.454836,0.459575,0.620686,0.346169,0.573636
0.095005,0.746947,0.815592,0.157218,0.343025,0.155143,0.276658,0.644139,0.28064
0.629239,0.542561,0.520774,0.103247,0.321955,0.774122,0.976811,0.721294,0.507029
0.838563,0.701525,0.799551,0.331797,0.230241,0.502459,0.854387,0.451029,0.330923
0.692961,0.183871,0.92602,0.18897,0.967024,0.73921,0.552617,0.649566,0.31143
0.744877,0.686161,0.373651,0.550678,0.776304,0.87531,0.388951,0.857388,0.650989
0.222473,0.996304,0.26004,0.593101,0.683276,0.759093,0.022744,0.004556,0.684127
0.823696,0.137982,0.910969,0.339957,0.331528,0.961425,0.031647,0.6355,0.421003
0.837112,0.488765,0.421025,0.287718,0.120565,0.759091,0.645591,0.642534,0.41702
0.300597,0.626139,0.417639,0.621399,0.837555,0.939631,0.793327,0.768732,0.397864
0.762101,0.282967,0.514227,0.782117,0.007878,0.557842,0.452951,0.116742,0.139448
0.693297,0.058763,0.771856,0.996217,0.093427,0.334272,0.534945,0.684517,0.483233
0.378599,0.174492,0.487596,0.081399,0.766123,0.675902,0.41803,0.818688,0.661196
0.646996,0.067143,0.2139,0.269265,0.58686,0.11023,0.700918,0.069829,0.820628
0.269995,0.000358,0.477846,0.587235,0.029871,0.09339,0.551875,0.829551,0.768148
0.465348,0.641809,0.353027,0.791879,0.7013,0.138025,0.916404,0.499255,0.666529
0.534327,0.623157,0.650596,0.004581,0.218941,0.134028,0.72216,0.558187,0.353539
0.780707,0.16742,0.587716,0.657685,0.06418,0.977029,0.520313,0.247793,0.272793
0.383899,0.223887,0.830922,0.41918,0.272758,0.949198,0.524433,0.53019,0.184564
0.714144,0.186638,0.151577,0.307811,0.477381,0.307087,0.761145,0.07711,0.665881
0.730373,0.180741,0.091706,0.200893,0.213063,0.894005,0.642338,0.098813,0.748694
0.47361,0.084208,0.892868,0.883099,0.274808,0.899703,0.129546,0.582074,0.31911
0.367806,0.789945,0.221889,0.589214,0.915925,0.645191,0.80021,0.408079,0.357738
0.254409,0.139713,0.740744,0.043372,0.046816,0.062314,0.114934,0.363498,0.23319
0.537366,0.5833,0.62697,0.369054,0.463768,0.959927,0.263133,0.658002,0.540402
0.841119,0.353539,0.540277,0.14462,0.429779,0.582551,0.694549,0.529466,0.58952
0.644432,0.06821,0.578988,0.437638,0.245898,0.528074,0.510123,0.917827,0.53581
0.176903,0.924259,0.145531,0.412399,0.074673,0.153278,0.301005,0.996547,0.748629
0.98858,0.379589,0.471137,0.373601,0.60724,0.439264,0.127283,0.014062,0.57121
0.845599,0.842381,0.609552,0.544129,0.521398,0.872495,0.771072,0.276906,0.245572
0.94333,0.361165,0.810494,0.571066,0.918107,0.464039,0.454001,0.448055,0.407099
0.387295,0.226733,0.847556,0.134844,0.712346,0.161353,0.175227,0.704812,0.264894
0.77994,0.011805,0.701029,0.186193,0.849044,0.128758,0.462537,0.650724,0.348225
0.487232,0.008068,0.165684,0.901988,0.090693,0.432794,0.628529,0.302642,0.323428
0.30146,0.196954,0.169857,0.947748,0.820301,0.159049,0.061808,0.660386,0.545844
0.255764,0.54983,0.298806,0.752137,0.060069,0.402531,0.491551,0.576377,0.452692
0.312358,0.854968,0.408635,0.311851,0.178775,0.648773,0.188663,0.730435,0.444069
0.408406,0.90516,0.191866,0.083929,0.056157,0.260288,0.250483,0.959343,0.69147
0.578201,0.418193,0.188029,0.77766,0.433253,0.534131,0.120475,0.212658,0.577579
0.11355,0.608474,0.697313,0.113426,0.630778,0.927254,0.367287,0.478453,0.613936
0.296252,0.418594,0.725449,0.339134,0.078826,0.574798,0.976811,0.21174,0.341625
0.741378,0.36078,0.572357,0.459125,0.400478,0.257961,0.855726,0.053726,0.216828
0.423038,0.749946,0.717742,0.425787,0.843983,0.433559,0.04551,0.382093,0.568504
0.473653,0.942236,0.053953,0.314397,0.033385,0.005935,0.597489,0.950916,0.729503
0.096249,0.489644,0.413263,0.859918,0.745704,0.62952,0.451975,0.694739,0.736536
0.528674,0.400545,0.978346,0.13385,0.438675,0.740336,0.134859,0.492653,0.465387
0.769562,0.030958,0.763636,0.495288,0.740434,0.782763,0.087536,0.675288,0.53396
0.078042,0.895938,0.35109,0.996609,0.87659,0.692243,0.837963,0.834213,0.417453
0.553349,0.427304,0.100951,0.678797,0.018869,0.679879,0.538829,0.798627,0.225176
0.460069,0.738803,0.267556,0.126964,0.812949,0.936043,0.694652,0.173961,0.33568
0.807355,0.678384,0.230852,0.80442,0.502492,0.259783,0.250493,0.606527,0.593859
0.21567,0.292155,0.388376,0.710003,0.210674,0.049278,0.279716,0.075517,0.696152
0.49416,0.46403,0.732666,0.418136,0.128414,0.917294,0.37205,0.354266,0.211645
0.732688,0.940011,0.862581,0.771126,0.731713,0.221606,0.011355,0.628662,0.331618
0.38628,0.105512,0.215525,0.34908,0.317953,0.559711,0.633979,0.809463,0.61339
0.724328,0.821022,0.785827,0.568936,0.987604,0.750676,0.662271,0.154868,0.222019
0.893988,0.422541,0.291857,0.351172,0.625753,0.53506,0.103109,0.955748,0.274607
0.158661,0.690515,0.63093,0.716822,0.634974,0.526076,0.527658,0.841679,0.513394
0.414432,0.155844,0.094247,0.98106,0.600056,0.565714,0.958771,0.185005,0.49306
0.843033,0.677853,0.594867,0.438434,0.78967,0.604633,0.693699,0.074597,0.228008
0.82059,0.365756,0.018485,0.790954,0.299103,0.560479,0.230155,0.899647,0.614922
0.645366,0.382068,0.342732,0.463299,0.198226,0.640617,0.505089,0.696958,0.435152
0.858234,0.51172,0.634568,0.548707,0.950617,0.219755,0.701326,0.75547,0.48619
0.283128,0.404321,0.223544,0.482494,0.044309,0.446869,0.409516,0.39354,0.404267
0.182551,0.484529,0.560573,0.048747,0.322338,0.663814,0.614779,0.180736,0.601981
0.904205,0.427779,0.663302,0.676356,0.684962,0.982602,0.995638,0.377707,0.317137
0.864269,0.71827,0.131081,0.109794,0.653158,0.588694,0.232118,0.299671,0.676785
0.696743,0.608733,0.63878,0.331135,0.176037,0.747191,0.497031,0.764147,0.318766
0.291362,0.765701,0.017878,0.065917,0.041111,0.977698,0.274119,0.114573,0.618953
0.554837,0.709854,0.144656,0.152194,0.586335,0.192851,0.311136,0.247277,0.557467
0.461445,0.170059,0.766651,0.685913,0.206151,0.385819,0.366116,0.863051,0.517305
0.929276,0.571481,0.020104,0.682287,0.131989,0.836176,0.293345,0.106738,0.352686
0.195447,0.724012,0.551321,0.769202,0.821365,0.198067,0.397719,0.673538,0.660836
0.63385,0.090974,0.175003,0.008467,0.935486,0.024345,0.370996,0.448219,0.59173
0.336409,0.492626,0.771926,0.938628,0.776965,0.967157,0.305111,0.470617,0.223012
0.601817,0.514245,0.669115,0.525411,0.789258,0.078049,0.120468,0.604235,0.267988
0.986068,0.822994,0.816123,0.084905,0.372108,0.366636,0.248545,0.580224,0.2042
0.626328,0.56091,0.435308,0.162271,0.074995,0.502478,0.548507,0.331104,0.331361
0.923644,0.072256,0.4702,0.997808,0.013923,0.049136,0.322916,0.640706,0.806767
0.543989,0.921907,0.856604,0.816744,0.692363,0.533933,0.323046,0.06659,0.342505
0.147034,0.855907,0.76129,0.773725,0.031983,0.597525,0.518487,0.42014,0.256295
0.018185,0.673061,0.921414,0.013385,0.193479,0.138108,0.841172,0.902567,0.367019
0.598345,0.836141,0.963608,0.567352,0.168965,0.529751,0.468076,0.735108,0.349668
0.638159,0.496382,0.073612,0.739794,0.198109,0.321407,0.709866,0.440509,0.213884
0.74362,0.63645,0.805899,0.931219,0.98185,0.51257,0.911496,0.975169,0.362661
0.098655,0.571054,0.61304,0.051196,0.924567,0.633289,0.247558,0.997373,0.275302
0.967392,0.544931,0.433335,0.831304,0.269903,0.078657,0.968174,0.892528,0.384442
0.758603,0.530248,0.310427,0.385004,0.492355,0.57757,0.70419,0.135033,0.452512
0.910173,0.775442,0.718954,0.117373,0.858005,0.829376,0.535451,0.850528,0.556304
0.153316,0.417424,0.414712,0.656998,0.679013,0.93429,0.913207,0.788004,0.175767
0.587675,0.698244,0.335229,0.875481,0.685702,0.812166,0.998486,0.778341,0.233147
0.324934,0.050924,0.537908,0.596555,0.093567,0.758569,0.081971,0.483654,0.532886
0.759753,0.422188,0.766243,0.373139,0.119476,0.152452,0.326069,0.550129,0.415997
0.23004,0.748027,0.154171,0.773073,0.5259,0.558507,0.321653,0.923516,0.650239
0.996441,0.697191,0.685933,0.044905,0.572734,0.50366,0.112179,0.551496,0.212216
0.951096,0.357132,0.471149,0.119402,0.630562,0.909541,0.962028,0.879906,0.51757
0.905188,0.448445,0.808244,0.748452,0.458325,0.956763,0.431431,0.164442,0.246862
0.380682,0.013576,0.028737,0.402791,0.967441,0.418691,0.888198,0.744943,0.958727
0.651787,0.772195,0.644253,0.9564,0.777086,0.171535,0.729448,0.611501,0.536547
0.78354,0.850667,0.993295,0.129556,0.813238,0.204098,0.979739,0.597114,0.482013
0.988625,0.614803,0.994823,0.343301,0.359499,0.371604,0.057739,0.981515,0.299655
0.595833,0.780524,0.667791,0.472969,0.167377,0.977831,0.105153,0.571043,0.3435
0.418739,0.814626,0.573449,0.009209,0.524594,0.417628,0.888231,0.151356,0.603913
0.224679,0.93284,0.068317,0.410203,0.627623,0.317461,0.281467,0.978407,0.539285
0.898895,0.589123,0.810462,0.488457,0.067163,0.204915,0.786827,0.374297,0.255917
0.620154,0.201198,0.301892,0.23538,0.4017,0.08454,0.212793,0.023886,0.447464
0.16697,0.877742,0.281027,0.290595,0.373415,0.439349,0.744196,0.268009,0.624694
0.046749,0.633152,0.629465,0.958343,0.041606,0.305307,0.821916,0.041597,0.208446
0.64187,0.134466,0.458627,0.760812,0.911662,0.980868,0.881511,0.701529,0.213917
0.120442,0.404014,0.365319,0.050947,0.396771,0.451073,0.361041,0.511801,0.47324
0.108558,0.329107,0.231031,0.635227,0.537912,0.298753,0.008758,0.253773,0.760482
0.389723,0.461363,0.382369,0.109783,0.440508,0.851925,0.991994,0.952762,0.55497
0.588533,0.113569,0.776598,0.146758,0.551476,0.834552,0.993512,0.68938,0.335153
0.741387,0.21785,0.189757,0.351109,0.392422,0.89552,0.501508,0.49043,0.605143
0.574708,0.732768,0.740824,0.647034,0.452676,0.347443,0.511363,0.342833,0.405992
0.412907,0.257722,0.958044,0.475231,0.035777,0.998,0.135255,0.613095,0.390763
0.216191,0.799384,0.566522,0.013606,0.947499,0.325786,0.743209,0.364336,0.729355
0.25091,0.768608,0.642953,0.280188,0.647354,0.089428,0.230606,0.736668,0.31692
0.733086,0.557656,0.149418,0.107791,0.643786,0.557189,0.082789,0.64744,0.454
0.069154,0.382505,0.793525,0.67445,0.678422,0.365137,0.060004,0.151955,0.567099
0.183896,0.853665,0.655251,0.094898,0.749499,0.31039,0.173014,0.041314,0.453581
0.500555,0.003345,0.829509,0.067199,0.216971,0.403713,0.266564,0.949621,0.154258
0.213064,0.837308,0.406521,0.688536,0.959006,0.497287,0.348899,0.951024,0.709961
0.694643,0.116511,0.678657,0.742154,0.03271,0.823384,0.961033,0.502778,0.269253
0.997454,0.663682,0.190577,0.582759,0.410676,0.258949,0.693993,0.720327,0.492328
0.983164,0.221396,0.518703,0.60046,0.20778,0.030415,0.174378,0.21736,0.523551
0.832789,0.320136,0.999494,0.992232,0.507432,0.958897,0.187328,0.443087,0.314049
0.662682,0.700748,0.17793,0.127641,0.221256,0.277923,0.807584,0.275216,0.411295
0.873551,0.128371,0.974467,0.171595,0.966887,0.849374,0.043807,0.066368,0.240399
0.689046,0.977196,0.568709,0.638828,0.47168,0.960987,0.989392,0.700642,0.304998
0.947235,0.022848,0.398277,0.612823,0.408462,0.395864,0.271911,0.6224,0.747787
0.018426,0.589651,0.114611,0.696562,0.010295,0.610015,0.197961,0.637499,0.600107
0.649058,0.083781,0.825996,0.590379,0.70953,0.003326,0.493264,0.205625,0.475575
0.914264,0.611138,0.367692,0.620177,0.532958,0.786463,0.985639,0.362093,0.222695
0.90145,0.182778,0.113818,0.256915,0.191095,0.865783,0.201202,0.074575,0.594843
0.564769,0.312258,0.505403,0.09575,0.100514,0.680356,0.968631,0.527048,0.660611
0.37195,0.309478,0.473825,0.3662,0.867281,0.954123,0.392249,0.312538,0.524866
0.9026,0.590365,0.788218,0.200365,0.570714,0.066001,0.445478,0.854765,0.179489
0.886275,0.077817,0.477066,0.999977,0.686337,0.924046,0.956181,0.948547,0.118303
0.522582,0.376053,0.242529,0.253417,0.762058,0.684144,0.158414,0.911055,0.589758
0.387022,0.428747,0.625568,0.334625,0.276946,0.592587,0.920714,0.270171,0.323361
0.196462,0.977886,0.975763,0.709939,0.85362,0.151212,0.16043,0.340265,0.494463
0.696999,0.625114,0.348049,0.347213,0.996308,0.724759,0.800698,0.490487,0.52052
0.600591,0.046716,0.991299,0.192291,0.897062,0.043051,0.326124,0.3054,0.478378
0.392515,0.70493,0.450525,0.361638,0.045614,0.297319,0.238165,0.97209,0.470193
0.507454,0.416493,0.210128,0.554079,0.271425,0.764187,0.107935,0.285272,0.496369
0.150506,0.039402,0.092989,0.744684,0.069434,0.565501,0.63445,0.951161,0.429893
0.369146,0.795988,0.459859,0.093214,0.55727,0.036457,0.572449,0.821174,0.248088
0.780812,0.694905,0.063136,0.772059,0.764328,0.482846,0.661039,0.818639,0.677919
0.149127,0.947645,0.748643,0.021345,0.422309,0.174119,0.382834,0.247001,0.38165
0.193759,0.393267,0.374395,0.304976,0.719202,0.624706,0.233509,0.236051,0.883497
0.266366,0.729055,0.757686,0.564998,0.067534,0.863432,0.868248,0.332681,0.382957
0.469515,0.85056,0.343309,0.192312,0.624822,0.17065,0.469401,0.120523,0.730604
0.550985,0.817478,0.33582,0.70155,0.988033,0.341918,0.969207,0.17442,0.440481
0.717879,0.864408,0.467305,0.398633,0.835606,0.164174,0.059225,0.314702,0.376347
0.497595,0.541152,0.204942,0.105123,0.270743,0.515716,0.079814,0.194673,0.429265
0.456845,0.012669,0.938146,0.847613,0.601785,0.486323,0.071561,0.437505,0.419773
0.628064,0.527512,0.153424,0.394303,0.840156,0.595819,0.380294,0.527068,0.826051
0.09427,0.786187,0.125673,0.353498,0.731899,0.461811,0.553575,0.646178,0.872237
0.265607,0.987548,0.736485,0.794209,0.436758,0.73486,0.481998,0.970017,0.342292
0.727727,0.993223,0.050821,0.155398,0.533056,0.773013,0.652002,0.468082,0.498973
0.008043,0.356291,0.778064,0.525187,0.835459,0.865126,0.52032,0.030037,0.303103
0.16138,0.311068,0.81563,0.328186,0.795262,0.648941,0.64856,0.556406,0.446375
0.105137,0.310005,0.153474,0.524875,0.278597,0.073848,0.687379,0.344728,0.679646
0.895569,0.452684,0.972043,0.086326,0.587482,0.763636,0.031455,0.449972,0.421822
0.716218,0.259916,0.838288,0.038789,0.484594,0.307252,0.403375,0.906213,0.284321
0.589387,0.66356,0.9436,0.377047,0.430194,0.673198,0.423009,0.96108,0.339598
0.095785,0.161311,0.827382,0.443878,0.209672,0.678212,0.369746,0.398649,0.454949
0.741945,0.548946,0.666373,0.25761,0.293981,0.918036,0.296662,0.989186,0.327065
0.957254,0.000967,0.743042,0.777281,0.133194,0.686759,0.131152,0.400046,0.452673
0.385616,0.864756,0.235663,0.74972,0.070333,0.531805,0.792566,0.449199,0.302138
0.567045,0.386615,0.23214,0.702214,0.681656,0.836146,0.660998,0.915715,0.53175
0.623192,0.929018,0.018983,0.547467,0.092929,0.682909,0.703306,0.541557,0.363594
0.211344,0.364619,0.713064,0.657598,0.39579,0.839642,0.675887,0.972315,0.298297
0.786389,0.276428,0.430512,0.963201,0.053923,0.423827,0.902521,0.070798,0.297497
0.86938,0.173269,0.871276,0.386978,0.893479,0.470756,0.419789,0.093995,0.255594
0.604545,0.514656,0.335302,0.274672,0.843873,0.037182,0.257118,0.671456,0.302564
0.840504,0.74495,0.756487,0.439394,0.191293,0.667607,0.614193,0.473682,0.311831
0.317827,0.973827,0.199823,0.917139,0.4334,0.725853,0.148753,0.087285,0.380454
0.326971,0.39905,0.902882,0.497327,0.102744,0.438681,0.569398,0.984654,0.43246
0.990157,0.903234,0.511463,0.247718,0.341541,0.080636,0.394081,0.283952,0.358706
0.342495,0.044065,0.330006,0.575554,0.386335,0.827388,0.234684,0.773229,0.686749
0.88425,0.154734,0.753552,0.548407,0.157279,0.519971,0.613125,0.63925,0.414167
0.49931,0.023484,0.875533,0.452194,0.827543,0.98646,0.208938,0.615632,0.318491
0.290594,0.285417,0.880683,0.97728,0.75638,0.41609,0.968413,0.985192,0.193492
0.647925,0.228892,0.443651,0.934082,0.857107,0.474639,0.71764,0.330754,0.462309
0.865856,0.29061,0.678702,0.15862,0.592159,0.271574,0.560129,0.774829,0.390878
0.367295,0.505845,0.941272,0.648143,0.080662,0.176147,0.634049,0.521665,0.470586
