@relation Folds5x2_pp-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ﻿AT numeric
@attribute V numeric
@attribute AP numeric
@attribute RH numeric
@attribute PE numeric

@data
0.523796,0.410142,0.361049,0.859249,0.349934
0.639093,0.678114,0.491957,0.665684,0.335629
0.17847,0.294662,0.908686,0.889544,0.837881
0.732295,0.602313,0.500619,0.348794,0.242517
0.33966,0.249644,0.518683,0.755898,0.681325
0.75949,0.8,0.395447,0.282976,0.142649
0.828045,0.877402,0.568176,0.23807,0.197483
0.733711,0.778826,0.216283,0.347051,0.162649
0.60085,0.745374,0.600841,0.62252,0.30702
0.472805,0.475445,0.330116,0.999062,0.410199
0.668272,0.801423,0.344222,0.927882,0.248742
0.504249,0.554626,0.663202,0.691287,0.449801
0.722946,0.488968,0.321455,0.410188,0.247815
0.225779,0.29484,0.749567,0.663405,0.844636
0.152408,0.274911,0.552586,0.805496,0.88596
0.317847,0.248932,0.555556,0.718767,0.712053
0.775071,0.87153,0.287553,0.756836,0.169139
0.504249,0.349644,0.543182,0.520912,0.55245
0.651558,0.68274,0.407077,0.77815,0.267152
0.603966,0.642527,0.397674,0.803485,0.245563
0.244476,0.221886,0.332096,0.960322,0.717351
0.493484,0.349644,0.478842,0.634718,0.404106
0.762323,0.76121,0.31997,0.280965,0.304636
0.237677,0.27847,0.705271,0.952815,0.635894
0.639093,0.716192,0.534769,0.537668,0.302914
0.367989,0.264057,0.494432,0.841689,0.609404
0.769972,0.762989,0.392477,0.549732,0.106225
0.611331,0.767794,0.499876,0.710992,0.239603
0.623796,0.444128,0.384063,0.625603,0.329934
0.804533,0.889146,0.231378,0.551609,0.148344
0.208782,0.299288,0.606533,0.827614,0.732583
0.581303,0.828826,0.449641,0.767962,0.28596
0.869122,0.883096,0.230141,0.120912,0.200927
0.803966,0.73274,0.284583,0.480831,0.107417
0.672805,0.89395,0.605791,0.586461,0.290596
0.412465,0.26032,0.350408,0.737936,0.588477
0.396317,0.281851,0.573868,0.70067,0.639603
0.417564,0.514947,0.620144,0.472922,0.534172
0.6983,0.877402,0.587973,0.789276,0.150861
0.139943,0.249288,0.677308,0.608981,0.874172
0.451558,0.536299,0.674585,0.746649,0.518808
0.563456,0.630071,0.623113,0.839008,0.323179
0.760623,0.935765,0.412522,0.583244,0.145298
0.841076,0.868327,0.465974,0.413673,0.214172
0.645609,0.568683,0.484781,0.262466,0.296424
0.541076,0.584342,0.623855,0.499196,0.343444
0.241926,0.335231,0.632764,0.84504,0.769536
0.418697,0.323843,0.49468,0.456434,0.59298
0.66034,0.733096,0.404108,0.536997,0.215894
0.643909,0.592527,0.463747,0.429759,0.368874
0.505666,0.463879,0.427617,0.785925,0.514702
0.527479,0.671352,0.583271,0.887668,0.335364
0.634278,0.452313,0.39223,0.452547,0.302384
0.110482,0.283808,0.256125,0.856836,0.868477
0.643909,0.578114,0.498144,0.536863,0.326755
0.521246,0.631317,0.633754,0.766354,0.363841
0.611048,0.413523,0.286068,0.584853,0.273377
0.708499,0.884698,0.322692,0.47252,0.276556
0.550425,0.444128,0.38728,0.794504,0.358411
0.627195,0.47153,0.528335,0.572654,0.391391
0.631161,0.686477,0.611235,0.341287,0.300132
0.103399,0.274911,0.81267,0.910992,0.723311
0.569405,0.415302,0.346449,0.782976,0.391258
0.841076,0.8,0.459045,0.516488,0.196954
0.777054,0.693416,0.46053,0.517158,0.265298
0.154108,0.280783,0.794358,0.942225,0.757483
0.741926,0.869395,0.390745,0.542091,0.181192
0.356091,0.345552,0.443207,0.549866,0.521854
0.289235,0.272242,0.603316,0.953887,0.58596
0.772805,0.401601,0.251423,0.302547,0.247815
0.827762,0.79395,0.456323,0.356568,0.210199
0.421813,0.370463,0.458055,0.937668,0.50053
0.714731,0.79395,0.386291,0.668231,0.172053
0.2,0.292883,1,0.653083,0.764371
0.571388,0.536299,0.618659,0.433512,0.490464
0.315581,0.282384,0.021034,0.948928,0.646225
0.63966,0.631317,0.633754,0.484853,0.297483
0.305099,0.255516,0.617669,0.431367,0.675232
0.431728,0.347331,0.613709,0.839544,0.521457
0.140227,0.27153,0.563722,0.825737,0.772185
0.558074,0.713879,0.599357,0.635791,0.376026
0.235694,0.227758,0.511755,0.71689,0.723974
0.39915,0.26032,0.349913,0.709517,0.599205
0.299433,0.358541,0.5756,0.748123,0.664901
0.670255,0.561032,0.498144,0.504692,0.26649
0.866006,0.863879,0.276169,0.484316,0.131258
0.562606,0.576512,0.6293,0.571716,0.427815
0.373938,0.309786,0.626578,0.638874,0.560795
0.427479,0.514947,0.620638,0.469303,0.533907
0.393768,0.33274,0.629795,0.618365,0.593245
0.308782,0.314235,0.479089,0.497587,0.730066
0.257507,0.254093,0.437763,0.527078,0.752053
0.652125,0.659075,0.426627,0.598123,0.290596
0.638527,0.59484,0.426627,0.623861,0.369934
0.283853,0.351068,0.500371,0.843968,0.663046
0.202266,0.323843,0.548132,0.750268,0.860265
0.537677,0.763701,0.211086,0.686461,0.338675
0.191501,0.264591,0.60975,0.869973,0.84649
0.11898,0.185587,0.449394,0.881635,0.82106
0.234278,0.223488,0.435041,0.547051,0.720132
0.212465,0.323843,0.549369,0.729223,0.825033
0.173088,0.190747,0.695867,0.754424,0.830728
0.682153,0.410142,0.388518,0.53378,0.289536
0.283853,0.31637,0.424895,0.838874,0.685033
0.231445,0.289324,0.511507,0.941153,0.568212
0.454391,0.494662,0.498886,0.76622,0.479868
0.785552,0.785053,0.396437,0.408981,0.100132
0.587252,0.670996,0.465726,0.751743,0.291656
0.264873,0.27758,0.757238,0.779357,0.768742
0.230312,0.286121,0.552339,0.823861,0.807682
0.403683,0.39306,0.422668,0.838204,0.402119
0.575354,0.622954,0.392477,0.892359,0.250596
0.568272,0.880961,0.405593,0.802145,0.292848
0.874221,0.935765,0.537738,0.337399,0.159735
0.725212,0.670996,0.46053,0.39866,0.327947
0.233711,0.317794,0.52487,0.806166,0.698543
0.756657,0.704626,0.32195,0.6063,0.14702
0.509065,0.653737,0.663945,0.707775,0.399603
0.715581,0.935765,0.481317,0.684718,0.176821
0.366856,0.432028,0.827023,0.671716,0.541722
0.598017,0.622954,0.350408,0.863003,0.246358
0.45864,0.475445,0.251918,0.999062,0.405166
0.752408,0.89395,0.608513,0.397185,0.251523
0.119547,0.280783,0.869834,0.829759,0.786093
0.515014,0.722064,0.479832,0.668365,0.357086
0.164306,0.250178,0.792873,0.659651,0.732318
0.728895,0.73968,0.598119,0.397319,0.396821
0.286119,0.317794,0.392477,0.68378,0.696954
0.476487,0.419217,0.457313,0.618767,0.397748
0.625212,0.473132,0.308834,0.666086,0.38755
0.463173,0.26032,0.377134,0.575603,0.541722
0.324363,0.292171,0.417718,0.484316,0.629404
0.343909,0.2379,0.271715,0.782574,0.635099
0.192918,0.304804,0.400148,0.822654,0.816026
0.68187,0.877402,0.588221,0.74437,0.192715
0.213031,0.259786,0.783469,0.97882,0.708874
0.322096,0.32669,0.43801,0.985657,0.588609
0.836261,0.91637,0.122742,0.521046,0.148079
0.331728,0.275267,0.421925,0.830697,0.665033
0.672805,0.778826,0.236823,0.572386,0.188344
0.43881,0.39306,0.430586,0.825335,0.377881
0.201983,0.297331,0.643653,0.809249,0.703046
0.16119,0.260854,0.952734,0.763673,0.738411
0.345609,0.241103,0.568424,0.585523,0.660132
0.508499,0.459609,0.383321,0.898123,0.376821
0.54051,0.769929,0.487751,0.589276,0.42106
0.773088,0.801423,0.27419,0.697185,0.141987
0.567139,0.668149,0.449889,0.881769,0.311258
0.686686,0.56032,0.492205,0.449464,0.242781
0.230878,0.296619,0.615937,0.761796,0.762781
0.068839,0.258719,0.405593,0.954155,0.940265
0.307365,0.266726,0.457313,0.76689,0.7
0.261756,0.273132,0.792378,0.681769,0.785828
0.215297,0.268149,0.811433,0.722922,0.961854
0.698017,0.856584,0.431081,0.653753,0.17457
0.132578,0.237011,0.619896,0.526139,0.870066
0.494334,0.716192,0.547884,0.806702,0.418411
0.183853,0.316192,0.671368,0.771448,0.845166
0.906799,0.921886,0.397674,0.447051,0.202914
0.488385,0.746619,0.502598,0.77185,0.360397
0.343626,0.233274,0.547884,0.379893,0.61298
0.467422,0.300178,0.49468,0.720643,0.585298
0.233711,0.253559,0.626825,0.59866,0.683444
0.711331,0.850712,0.45855,0.68874,0.146093
0.502266,0.341815,0.353873,0.715416,0.40106
0.107365,0.241103,0.653799,0.801206,0.938278
0.654958,0.777402,0.201188,0.79866,0.122781
0.345042,0.201957,0.50829,0.771716,0.701192
0.273088,0.349644,0.643158,0.892225,0.664106
0.15949,0.233808,0.492947,0.59933,0.898808
0.774788,0.850712,0.447167,0.565818,0.116556
0.559773,0.731851,0.541203,0.571448,0.462517
0.455807,0.32669,0.389755,0.659115,0.427682
0.425779,0.349644,0.575353,0.672654,0.484636
0.820113,0.608719,0.439743,0.485255,0.25245
0.722663,0.902669,0.368226,0.657909,0.302914
0.528329,0.463879,0.424895,0.780563,0.482649
0.429745,0.671352,0.681762,0.933244,0.401192
0.42153,0.370463,0.448156,0.969035,0.507417
0.107932,0.285053,0.693393,0.813003,0.934702
0.862606,0.859786,0.540955,0.473727,0.082384
0.645609,0.825089,0.42539,0.713271,0.212185
0.77847,0.56637,0.381341,0.463137,0.204371
0.066289,0.258719,0.394704,0.953351,0.939868
0.14051,0.274377,0.791141,0.952011,0.767947
0.560623,0.66121,0.602326,0.567158,0.437351
0.508499,0.59484,0.605791,0.851609,0.390728
0.554674,0.581673,0.498391,0.816086,0.390728
0.384986,0.272776,0.549616,0.599062,0.680795
0.396884,0.335231,0.645137,0.551877,0.529007
0.585836,0.56121,0.365256,0.506434,0.389139
0.660907,0.698754,0.686464,0.381233,0.349272
0.70085,0.78452,0.520416,0.357373,0.189272
0.486402,0.618149,0.425637,0.80134,0.438543
0.572805,0.701601,0.620144,0.67882,0.397219
0.536827,0.567438,0.448404,0.867962,0.325695
0.878754,0.871352,0.459045,0.333244,0.09404
0.613314,0.459609,0.413512,0.638874,0.325298
0.530878,0.685053,0.550111,0.649062,0.361325
0.759773,0.733096,0.321455,0.525067,0.093907
0.561756,0.444128,0.384063,0.814477,0.294834
0.728045,0.425979,0.268498,0.478686,0.222914
0.760907,0.779004,0.379856,0.631635,0.179205
0.292635,0.265302,0.363276,0.638874,0.696424
0.713598,0.850712,0.418956,0.521046,0.194437
0.85949,0.835053,0.426627,0.330161,0.204636
0.540793,0.753559,0.35313,0.448525,0.348477
0.664023,0.668149,0.485523,0.497051,0.303046
0.58187,0.730961,0.452858,0.534182,0.331258
0.060623,0.23274,0.590448,0.725067,0.956291
0.593201,0.576512,0.617174,0.54933,0.424768
0.598017,0.686477,0.653056,0.229625,0.317351
0.598867,0.73274,0.288048,0.837802,0.187417
0.41728,0.311388,0.54343,0.702949,0.596026
0.320397,0.403559,0.471171,0.998794,0.572185
0.22068,0.292883,0.990844,0.630965,0.725166
0.665722,0.629715,0.390002,0.721046,0.226093
0.569122,0.536299,0.642415,0.465282,0.480265
0.610198,0.827224,0.406583,0.642359,0.278411
0.21813,0.268683,0.642168,0.597319,0.676291
0.369972,0.229893,0.538481,0.732976,0.622914
0.725779,0.56032,0.469438,0.150134,0.216954
0.31898,0.275267,0.42341,0.794638,0.67457
0.244759,0.253559,0.676565,0.641153,0.756954
0.712748,0.82242,0.426627,0.664879,0.180397
0.242493,0.261032,0.608265,0.870107,0.763576
0.569122,0.73274,0.293739,0.863673,0.249007
0.48017,0.344306,0.550854,0.070643,0.555232
0.309915,0.335231,0.611235,0.746113,0.67245
0.413314,0.225089,0.725316,0.636595,0.576556
0.354674,0.358541,0.557535,0.616488,0.644503
0.508782,0.706406,0.577332,0.662064,0.370861
0.439943,0.385587,0.506558,0.972788,0.577881
0.677054,0.724021,0.635734,0.545174,0.319073
0.297167,0.272776,0.565454,0.764343,0.717881
0.200283,0.194662,0.553823,0.420912,0.77404
0.728895,0.463879,0.480327,0.392225,0.258808
0.631445,0.769573,0.447414,0.660992,0.311126
0.855241,0.850712,0.421925,0.2,0.111656
0.224929,0.304804,0.437515,0.778418,0.795894
0.114164,0.314235,0.519426,0.829223,0.911126
0.503116,0.769573,0.451373,0.949598,0.377086
0.130028,0.245907,0.784707,0.821314,0.850066
0.712465,0.78452,0.519673,0.347319,0.217616
0.378187,0.454093,0.519426,0.99933,0.526755
0.640793,0.638612,0.464489,0.8,0.209139
0.910482,0.975445,0.430834,0.417292,0.158411
0.816147,0.736477,0.613462,0.376944,0.164238
0.771671,0.89395,0.612225,0.343164,0.250066
0.649858,0.488968,0.311309,0.590483,0.295894
0.460623,0.675267,0.587973,0.633378,0.48
0.660057,0.673488,0.478099,0.777748,0.306887
0.589235,0.621174,0.641425,0.773592,0.274437
0.64221,0.778826,0.247216,0.58807,0.164901
0.270822,0.270463,0.610492,0.526005,0.776424
0.162606,0.279004,0.84484,0.774263,0.74596
0.599717,0.473132,0.344964,0.661662,0.455232
0.341926,0.249644,0.524375,0.736193,0.677219
0.700567,0.829537,0.319475,0.879357,0.152583
0.378754,0.325801,0.462757,0.898391,0.628874
0.703116,0.869395,0.360059,0.709651,0.185298
0.181303,0.241103,0.567434,0.850268,0.808742
0.211048,0.262456,0.779263,0.660322,0.535894
0.697734,0.823488,0.288542,0.803887,0.203311
0.463739,0.441281,0.428854,0.994236,0.409007
0.458924,0.525623,0.597624,0.700536,0.472185
0.621813,0.588078,0.518683,0.801877,0.33894
0.27762,0.487367,0.694135,0.697051,0.588344
0.839943,0.921886,0.405098,0.456434,0.202649
0.23966,0.487367,0.824053,0.686595,0.668874
0.360623,0.313701,0.405345,0.875603,0.644636
0.357507,0.229893,0.541203,0.726542,0.620662
0.603116,0.724021,0.677803,0.73807,0.248609
0.594334,0.452313,0.390002,0.44008,0.355762
0.4017,0.424377,0.551349,0.681501,0.572318
0.68187,0.825089,0.423658,0.633244,0.140397
0.72153,0.953025,0.449394,0.669169,0.192318
0.786119,0.463879,0.321208,0.451206,0.23404
0.426912,0.26032,0.351151,0.653217,0.563841
0.656657,0.419217,0.424152,0.210456,0.302781
0.326062,0.290747,0.676318,0.841019,0.41947
0.785552,0.835053,0.448156,0.220375,0.311656
0.384703,0.248221,0.39322,0.551072,0.544768
0.834844,0.884698,0.309329,0.321314,0.243311
0.197167,0.304804,0.440732,0.820643,0.646887
0.679037,0.401601,0.266766,0.558579,0.29404
0.322096,0.273488,0.611977,0.922788,0.605298
0.590935,0.584342,0.594407,0.471716,0.345695
0.294901,0.274377,0.770354,0.802949,0.580927
0.342776,0.341993,0.704529,0.716086,0.694172
0.626346,0.829537,0.329869,0.903485,0.171788
0.622096,0.463879,0.341005,0.784584,0.281854
0.536827,0.599288,0.485523,0.802011,0.379603
0.367139,0.285231,0.64489,0.536863,0.661589
0.189802,0.254448,0.551101,0.818365,0.838146
0.288102,0.341993,0.583024,0.713673,0.75894
0.811615,0.736477,0.616679,0.387668,0.161457
0.353541,0.370463,0.596882,0.82748,0.589007
0.780453,0.775445,0.361544,0.728552,0.147417
0.216147,0.260498,0.562485,0.745308,0.676291
0.638527,0.602313,0.626578,0.387399,0.319073
0.35864,0.311388,0.956694,0.551877,0.614305
0.84221,0.923132,0.379609,0.598257,0.145828
0.712465,0.658897,0.377382,0.64866,0.227152
0.792918,0.782562,0.407572,0.525201,0.230331
0.391218,0.262633,0.498391,0.947721,0.560662
0.264873,0.261388,0.545904,0.842091,0.77947
0.488952,0.342883,0.676565,0.259651,0.478278
0.343059,0.340036,0.902499,0.607239,0.622914
0.220397,0.166014,0.860183,0.667024,0.776424
0.514448,0.602313,0.618164,0.776139,0.399338
0.62238,0.425979,0.25761,0.683646,0.259205
0.817564,0.845196,0.281119,0.364075,0.165563
0.673654,0.713523,0.534026,0.165282,0.326358
0.345892,0.346797,0.585251,0.67252,0.652583
0.592351,0.716192,0.538233,0.602815,0.381192
0.669405,0.887367,0.44098,0.547989,0.217351
0.251841,0.345374,0.616432,0.761528,0.856689
0.570255,0.690214,0.700569,0.485121,0.437616
0.158074,0.257829,0.463747,0.77815,0.895099
0.453258,0.349466,0.728285,0.24504,0.672053
0.36204,0.282384,0.163078,0.819035,0.616821
0.58272,0.827224,0.412522,0.661528,0.280927
0.890368,0.87153,0.239792,0.26126,0.201854
0.759207,0.791459,0.280871,0.565416,0.127815
0.444759,0.347687,0.399901,0.661528,0.460265
0.901416,0.92847,0.418956,0.435389,0.15298
0.416147,0.335231,0.644642,0.509786,0.503841
0.509348,0.618149,0.435041,0.783914,0.425828
0.622096,0.602313,0.47216,0.730831,0.262517
0.283003,0.317794,0.388023,0.703083,0.652848
0.655241,0.599822,0.395942,0.793968,0.263046
0.764023,0.704626,0.16976,0.413807,0.164238
0.602833,0.802669,0.442217,0.728284,0.25298
0.569688,0.59484,0.425637,0.859786,0.350331
0.361473,0.33968,0.706013,0.545174,0.559205
0.716147,0.856584,0.45657,0.676944,0.186093
0.611331,0.778826,0.447909,0.872654,0.188609
0.784986,0.701601,0.60975,0.258311,0.256159
0.328895,0.276868,0.741153,0.674665,0.506358
0.743909,0.760142,0.500866,0.256166,0.230331
0.386969,0.316192,0.549864,0.334316,0.614172
0.472805,0.293416,0.567186,0.525737,0.616424
0.380453,0.364947,0.410047,0.809517,0.477748
0.550992,0.463879,0.42242,0.738606,0.466093
0.590085,0.834164,0.449889,0.978418,0.186755
0.612181,0.59484,0.416976,0.750402,0.280795
0.57932,0.630071,0.627815,0.809383,0.295629
0.639377,0.631317,0.617669,0.491555,0.272715
0.276204,0.289324,0.485276,0.882842,0.534305
0.66204,0.635587,0.499629,0.739812,0.336159
0.546176,0.882028,0.549864,0.75563,0.307947
0.600567,0.606406,0.493195,0.764879,0.337219
0.563173,0.793238,0.440732,0.740483,0.310066
0.613881,0.463879,0.352388,0.794504,0.285033
0.771388,0.617616,0.544172,0.290483,0.241589
0.334561,0.264057,0.527345,0.797453,0.602384
0.518697,0.722064,0.421678,0.679357,0.360265
0.294051,0.342883,0.645137,0.741957,0.644371
0.84051,0.789858,0.396189,0.269437,0.237483
0.218414,0.282918,0.684484,0.860188,0.730861
0.686686,0.715836,0.492205,0.555898,0.222252
0.654958,0.385231,0.529324,0.542627,0.460927
0.554958,0.401601,0.303638,0.842895,0.330331
0.188385,0.250178,0.795843,0.587131,0.717351
0.575071,0.606406,0.493195,0.792359,0.369404
0.205099,0.260498,0.55902,0.741957,0.690728
0.286402,0.328114,0.744123,0.468231,0.663179
0.78102,0.788612,0.456818,0.31756,0.131656
0.544759,0.351068,0.527097,0.201877,0.406093
0.828045,0.764235,0.436773,0.230295,0.282119
0.510482,0.459609,0.377134,0.881099,0.380662
0.34136,0.222242,0.458055,0.859786,0.658013
0.588102,0.764057,0.607275,0.832842,0.272185
0.136261,0.280783,0.852264,0.813405,0.787815
0.418414,0.29484,0.729275,0.263807,0.613907
0.766006,0.56637,0.378867,0.440214,0.219073
0.507649,0.432918,0.368473,0.636193,0.450596
0.283569,0.281317,0.6585,0.404558,0.733113
0.238244,0.228114,0.621628,0.605094,0.712715
0.528895,0.463879,0.35907,0.87319,0.367815
0.516997,0.488968,0.280129,0.758177,0.360397
0.728612,0.755694,0.408562,0.377614,0.116424
0.257224,0.335231,0.628805,0.814477,0.780132
0.683003,0.861388,0.207374,0.92118,0.155497
0.638527,0.731851,0.484781,0.49008,0.250199
0.708499,0.633452,0.479089,0.426944,0.391391
0.35864,0.405338,0.603563,0.828418,0.492583
0.694051,0.341815,0.361792,0.362466,0.430066
0.470255,0.347509,0.417223,0.692761,0.379073
0.71983,0.764057,0.592675,0.527078,0.219205
0.350142,0.253203,0.447909,0.918499,0.581589
0.633994,0.775445,0.358327,0.606836,0.255099
0.642493,0.621174,0.645137,0.630831,0.27298
0.541076,0.601068,0.602821,0.658713,0.296821
0.592918,0.588078,0.520416,0.78378,0.36543
0.384986,0.2379,0.192527,0.725871,0.647947
0.793484,0.732206,0.447661,0.241421,0.250464
0.543059,0.300178,0.500619,0.560456,0.551523
0.496884,0.440569,0.310319,0.999196,0.359868
0.775921,0.808363,0.294729,0.511796,0.06543
0.723229,0.68363,0.584261,0.306166,0.348344
0.487535,0.450178,0.498639,0.800134,0.465695
0.65949,0.788612,0.477357,0.881635,0.258411
0.449292,0.330961,0.464984,0.758311,0.609934
0.615581,0.8,0.445434,0.739946,0.187947
0.721813,0.695552,0.509032,0.265282,0.353377
0.671955,0.608719,0.439495,0.757105,0.335497
0.328895,0.266726,0.453106,0.689544,0.692848
0.156941,0.290036,0.560752,0.725335,0.862119
0.711615,0.659786,0.448651,0.596381,0.196689
0.219263,0.226335,0.654541,0.573995,0.78106
0.631728,0.603381,0.448651,0.705362,0.319073
0.666572,0.605516,0.52289,0.6437,0.258808
0.81813,0.859609,0.327889,0.469437,0.134967
0.202266,0.234875,0.617669,0.519839,0.730728
0.390085,0.272242,0.580302,0.829223,0.534437
0.613881,0.730961,0.455085,0.476542,0.303974
0.555807,0.686477,0.48973,0.993566,0.331523
0.243059,0.346797,0.52784,0.708579,0.76543
0.312465,0.448932,0.672853,0.83807,0.671523
0.371388,0.370463,0.527592,0.982038,0.600927
0.256657,0.344306,0.705024,0.437802,0.852583
0.549008,0.596085,0.527097,0.581769,0.426093
0.469405,0.653737,0.673843,0.693164,0.43245
0.425212,0.349466,0.721604,0.157105,0.635232
0.24221,0.286477,0.60975,0.891153,0.768344
0.21813,0.231673,0.739421,0.646917,0.724106
0.213314,0.226335,0.659985,0.565416,0.818543
0.237677,0.286477,0.649097,0.773458,0.792715
0.314731,0.248932,0.536253,0.840885,0.656556
0.309915,0.257829,0.485523,0.493432,0.733113
0.705666,0.880961,0.427864,0.60563,0.28702
0.727762,0.425979,0.275427,0.45134,0.258411
0.44051,0.342883,0.682999,0.384048,0.486358
0.405099,0.348043,0.803761,0.727748,0.53947
0.87847,0.764235,0.434298,0.218365,0.275497
0.826346,0.81726,0.39322,0.296783,0.168609
0.676204,0.8,0.400643,0.870241,0.14649
0.457507,0.399822,0.299678,0.806434,0.454702
0.611331,0.673488,0.470676,0.791019,0.371391
0.306799,0.273132,0.774808,0.531501,0.743179
0.724363,0.923132,0.380104,0.763137,0.20596
0.68272,0.89395,0.627073,0.497185,0.303841
0.512181,0.785053,0.449641,0.819973,0.362517
0.243909,0.259786,0.799802,0.94008,0.669536
0.807649,0.869395,0.381589,0.369705,0.12053
0.643343,0.56032,0.487503,0.387534,0.246755
0.289802,0.229359,0.499629,0.762601,0.68702
0.184703,0.226335,0.644642,0.646381,0.816291
0.827762,0.787011,0.368226,0.514745,0.162914
0.550708,0.332562,0.316753,0.754826,0.373113
0.474221,0.649644,0.385053,0.532708,0.403576
0.53796,0.454448,0.474635,0.63807,0.486623
0.452408,0.597687,0.579807,0.858579,0.405695
0.115581,0.261744,0.64588,0.503619,0.975364
0.123796,0.288078,0.215046,0.981635,0.855762
0.733711,0.658897,0.335066,0.571716,0.206358
0.041076,0.283808,0.08488,0.997855,0.915497
0.295467,0.281851,0.484781,0.861796,0.701457
0.291501,0.288612,0.532541,0.866756,0.556556
0.817847,0.788612,0.494185,0.41555,0.243974
0.747309,0.760142,0.507795,0.246247,0.214172
0.723229,0.614057,0.474388,0.448794,0.370861
0.711048,0.64306,0.410294,0.398123,0.219603
0.107932,0.27153,0.567186,0.80134,0.832715
0.814164,0.762989,0.409305,0.513137,0.086623
0.445892,0.364947,0.37565,0.742895,0.450728
0.698867,0.463879,0.343232,0.653351,0.236291
0.731161,0.75,0.482306,0.465013,0.289669
0.588669,0.8,0.350903,0.654558,0.226887
0.353824,0.313701,0.35709,0.645576,0.630993
0.691501,0.792349,0.558525,0.684584,0.176821
0.487535,0.346797,0.536501,0.23874,0.598146
0.2983,0.317794,0.405593,0.706032,0.639205
0.468272,0.448932,0.631774,0.782708,0.488874
0.499433,0.617616,0.542193,0.58311,0.432185
0.384136,0.319929,0.543182,0.734718,0.526623
0.385836,0.276335,0.439,0.636327,0.636954
0.266856,0.281317,0.655036,0.419437,0.736291
0.610482,0.708541,0.481564,0.704155,0.213642
0.282153,0.249644,0.495174,0.807507,0.771523
0.03966,0.23274,0.59416,0.814745,0.941589
0.795467,0.81726,0.398664,0.40429,0.148212
0.656091,0.442527,0.56199,0.418633,0.451523
0.358924,0.241281,0.56199,0.864477,0.667152
0.571388,0.410142,0.384311,0.794906,0.322384
0.382436,0.28452,0.301905,0.934182,0.61245
0.730878,0.608185,0.320465,0.612735,0.23298
0.683003,0.633274,0.537738,0.306971,0.299073
0.586402,0.602313,0.630042,0.622118,0.323179
0.621813,0.459609,0.415739,0.607373,0.299868
0.605099,0.459609,0.411037,0.67815,0.284901
0.201133,0.262456,0.741896,0.708177,0.730728
0.249292,0.274199,0.722593,0.778284,0.675497
0.719547,0.731851,0.511755,0.19504,0.248742
0.759207,0.791459,0.275427,0.558981,0.105828
0.627195,0.614947,0.427122,0.815147,0.207417
0.706516,0.701601,0.616184,0.385389,0.240265
0.655241,0.753203,0.395199,0.581903,0.249272
0.464873,0.253915,0.3024,0.716354,0.602914
0.648442,0.588968,0.561495,0.57748,0.257483
0.187535,0.271174,0.556793,0.88807,0.832318
0.236261,0.286477,0.665429,0.77748,0.808609
0.483569,0.326157,0.590943,0.285791,0.587682
0.584136,0.673488,0.474388,0.793432,0.367152
0.726346,0.72758,0.406088,0.697319,0.226623
0.687819,0.588078,0.513487,0.523056,0.246358
0.81813,0.829537,0.288048,0.540214,0.133377
0.733144,0.8,0.477852,0.760188,0.163046
0.383003,0.316192,0.557288,0.370107,0.617219
0.324363,0.313701,0.363524,0.920912,0.692185
0.230878,0.254448,0.552833,0.769705,0.799205
0.545042,0.586655,0.501114,0.546649,0.362914
0.174788,0.274199,0.390992,0.979759,0.800795
0.613314,0.837544,0.373917,0.87118,0.2
0.856941,0.827224,0.371443,0.413941,0.076954
0.610198,0.678114,0.467459,0.786595,0.233245
0.22153,0.314235,0.482801,0.574397,0.79404
0.475071,0.68363,0.577827,0.712869,0.446358
0.772238,0.463879,0.329869,0.482842,0.24543
0.366006,0.20694,0.35709,0.875067,0.635364
0.413031,0.295374,0.465479,0.92882,0.579205
0.521813,0.576512,0.592675,0.746649,0.42702
0.373654,0.28452,0.339272,0.822922,0.628477
0.26204,0.223488,0.392725,0.559786,0.700662
0.732578,0.787011,0.401881,0.758579,0.225563
0.338527,0.35089,0.764167,0.736193,0.655364
0.804249,0.87153,0.279139,0.659651,0.15245
0.771955,0.845196,0.280624,0.587802,0.157086
0.312181,0.287189,0.500619,0.811126,0.670331
0.826062,0.778826,0.417966,0.447185,0.203179
0.364023,0.316192,0.546399,0.27815,0.630596
0.518414,0.452313,0.391982,0.907239,0.359735
0.489518,0.303915,0.495917,0.509786,0.550728
0.805949,0.602491,0.502103,0.476139,0.300927
0.828329,0.778826,0.18535,0.441421,0.080132
0.549008,0.882028,0.565702,0.741019,0.305033
0.652408,0.561032,0.476615,0.558713,0.266225
0.372238,0.323132,0.731007,0.92748,0.592318
0.445042,0.332562,0.395447,0.805764,0.469669
0.177904,0.314235,0.541945,0.743968,0.848874
0.722096,0.56637,0.375897,0.508311,0.243576
0.714731,0.859609,0.344717,0.695576,0.143576
0.207365,0.260854,0.945063,0.659517,0.704768
0.3,0.266726,0.45954,0.722922,0.744106
0.593484,0.332562,0.347934,0.650268,0.398013
0.303399,0.814591,0.658253,0.677614,0.569007
0.300283,0.247687,0.598614,0.823861,0.709934
0.377904,0.28452,0.331849,0.812332,0.640795
0.626629,0.688434,0.499876,0.810456,0.270199
0.491501,0.32153,0.481811,0.630429,0.407152
0.676204,0.370996,0.448404,0.428552,0.300927
0.481303,0.255516,0.206632,0.512601,0.517881
0.880737,0.767794,0.496412,0.32882,0.132053
0.785836,0.753203,0.296709,0.30992,0.112715
