@relation puma8NH-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute thetad1 numeric
@attribute thetad2 numeric
@attribute thetad3 numeric
@attribute tau1 numeric
@attribute tau2 numeric
@attribute thetadd3 numeric

@data
0.093572,0.492691,0.984605,0.323212,0.151525,0.734677,0.503483,0.77029,0.842733
0.149952,0.953667,0.53633,0.630411,0.761604,0.470278,0.453524,0.126108,0.893627
0.909157,0.399893,0.559049,0.389184,0.838238,0.102674,0.131692,0.332038,0.733011
0.508407,0.798822,0.101912,0.772761,0.012351,0.278855,0.730861,0.145806,0.353833
0.961012,0.817217,0.027539,0.013694,0.577161,0.415413,0.495017,0.483957,0.523426
0.424408,0.179992,0.576413,0.160223,0.058884,0.139641,0.337325,0.252342,0.253356
0.008662,0.58064,0.99492,0.660081,0.381213,0.022658,0.519348,0.392677,0.579259
0.151112,0.453394,0.036869,0.806366,0.761103,0.056809,0.410504,0.115508,0.478586
0.063332,0.309924,0.644897,0.959551,0.08584,0.06713,0.845087,0.857627,0.267017
0.850672,0.563623,0.20789,0.599707,0.774607,0.963756,0.018545,0.735497,0.529494
0.121047,0.213196,0.195609,0.220866,0.182426,0.944805,0.559689,0.366991,0.577179
0.118113,0.893147,0.180009,0.087994,0.224527,0.327922,0.268193,0.393438,0.355595
0.600482,0.114188,0.488063,0.553336,0.488869,0.893387,0.509236,0.44689,0.072339
0.600838,0.090237,0.243824,0.420851,0.015121,0.833288,0.583695,0.822051,0.364397
0.296787,0.517071,0.429482,0.165331,0.902931,0.104244,0.51562,0.735837,0.350851
0.555577,0.480471,0.773609,0.799987,0.558868,0.048374,0.662218,0.497248,0.827361
0.160123,0.875523,0.202905,0.829098,0.775465,0.368406,0.579157,0.555177,0.444266
0.156766,0.458257,0.717991,0.216019,0.735324,0.911134,0.738415,0.098945,0.640788
0.825931,0.794589,0.019868,0.122575,0.368673,0.328284,0.360188,0.486982,0.483186
0.026465,0.751307,0.14357,0.771344,0.188611,0.858791,0.150257,0.33961,0.399395
0.703642,0.719247,0.726331,0.358499,0.167049,0.565882,0.017216,0.399057,0.866442
0.967566,0.972571,0.005729,0.517814,0.521903,0.948308,0.424358,0.953041,0.437343
0.701241,0.363703,0.798587,0.523574,0.318851,0.20421,0.385584,0.30356,0.60195
0.140839,0.819166,0.745415,0.028601,0.090591,0.900841,0.759901,0.195432,0.345056
0.566587,0.505032,0.2475,0.186058,0.215398,0.944144,0.447171,0.360824,0.368451
0.462672,0.220646,0.323343,0.642378,0.872081,0.74256,0.971831,0.95558,0.355976
0.267889,0.888466,0.557761,0.750559,0.900085,0.283685,0.900978,0.163321,0.796318
0.86721,0.481092,0.20612,0.855427,0.253717,0.802201,0.184574,0.063177,0.412039
0.211664,0.031246,0.574201,0.002172,0.948585,0.190932,0.240975,0.962685,0.094579
0.226669,0.189193,0.096445,0.90048,0.38347,0.944305,0.141112,0.640619,0.695088
0.310895,0.594057,0.315538,0.477665,0.804638,0.553712,0.515014,0.543294,0.449697
0.715604,0.743646,0.477466,0.485069,0.220886,0.163247,0.014747,0.92391,0.814325
0.336414,0.447594,0.639315,0.156581,0.847026,0.767311,0.899472,0.862995,0.832296
0.863786,0.933732,0.746967,0.11857,0.066525,0.536035,0.463718,0.459814,0.599341
0.924003,0.88117,0.027764,0.798647,0.040585,0.682902,0.450715,0.916651,0.34758
0.835619,0.582943,0.671061,0.602304,0.405942,0.530326,0.530615,0.739511,0.909373
0.877487,0.178294,0.061501,0.699895,0.471164,0.40683,0.267052,0.222012,0.654297
0.978925,0.844382,0.228183,0.597559,0.662182,0.959394,0.718928,0.59,0.574892
0.677886,0.890771,0.280697,0.025616,0.933433,0.601812,0.794784,0.44816,0.618496
0.063003,0.769529,0.152308,0.615617,0.138458,0.173749,0.49952,0.151004,0.349969
0.790265,0.421355,0.991212,0.360784,0.568533,0.427119,0.205451,0.94871,0.797371
0.754293,0.906408,0.874808,0.321571,0.571305,0.017625,0.946744,0.321757,0.8808
0.927855,0.620825,0.847584,0.869142,0.7291,0.327761,0.562332,0.781712,0.859828
0.73286,0.732046,0.678673,0.51977,0.392759,0.026041,0.378471,0.762787,0.901088
0.890465,0.276186,0.049036,0.238121,0.171247,0.117343,0.641473,0.84736,0.425783
0.464882,0.360298,0.610151,0.095668,0.177972,0.103261,0.996123,0.217883,0.535489
0.483275,0.443925,0.020531,0.264529,0.957087,0.044734,0.492655,0.769669,0.438573
0.230979,0.619369,0.395274,0.359162,0.307846,0.291882,0.637332,0.275326,0.699726
0.936624,0.989377,0.252247,0.960539,0.704673,0.905826,0.542724,0.261998,0.711838
0.525905,0.852932,0.816478,0.171387,0.672191,0.131673,0.45059,0.816153,0.614437
0.791225,0.558708,0.677289,0.263846,0.486074,0.92339,0.684475,0.572127,0.884493
0.329104,0.610187,0.199938,0.963391,0.626731,0.302425,0.804966,0.569242,0.43003
0.447166,0.637775,0.505208,0.657417,0.599892,0.345783,0.406094,0.007411,0.605711
0.106041,0.034657,0.860556,0.836309,0.956403,0.546422,0.015824,0.008638,0.14464
0.432835,0.807268,0.939113,0.898082,0.087142,0.943006,0.325914,0.472995,0.592691
0.635665,0.364635,0.44502,0.264219,0.745919,0.924018,0.244914,0.165721,0.576937
0.989881,0.970164,0.587276,0.712444,0.351069,0.537736,0.041313,0.379391,0.702526
0.861676,0.481059,0.639637,0.571842,0.473294,0.201754,0.098719,0.16978,0.807761
0.806138,0.166986,0.162825,0.332942,0.668902,0.86922,0.394712,0.721323,0.568309
0.114167,0.582738,0.223928,0.098846,0.597888,0.666244,0.528569,0.355416,0.438254
0.115052,0.458291,0.281703,0.93527,0.031328,0.149215,0.224643,0.480879,0.275958
0.257453,0.501818,0.264424,0.585514,0.256696,0.839324,0.010818,0.885853,0.638207
0.206029,0.328624,0.673398,0.89072,0.365485,0.758993,0.110153,0.336782,0.451255
0.607561,0.070193,0.629816,0.531452,0.717588,0.91404,0.576322,0.916219,0.360494
0.63652,0.728977,0.14059,0.691902,0.137524,0.478226,0.016899,0.078672,0.377764
0.738923,0.608181,0.512252,0.023397,0.63393,0.261068,0.835922,0.837251,0.915838
0.698676,0.263574,0.253044,0.346069,0.282835,0.044739,0.577707,0.190708,0.317106
0.734155,0.480633,0.485022,0.461271,0.289484,0.762644,0.469913,0.564241,0.680252
0.933986,0.642878,0.20787,0.258743,0.725467,0.284602,0.301509,0.329028,0.45877
0.685555,0.761357,0.912546,0.471671,0.073874,0.010669,0.052016,0.260351,0.885515
0.313828,0.895082,0.672137,0.684684,0.836375,0.802193,0.058697,0.541017,0.902517
0.751492,0.835586,0.500945,0.028234,0.932318,0.867648,0.976717,0.0758,0.825697
0.693457,0.553752,0.4452,0.300673,0.382248,0.410025,0.947176,0.600268,0.491166
0.20529,0.906884,0.870726,0.744396,0.327132,0.346059,0.05355,0.039847,0.694968
0.604068,0.371117,0.305735,0.760763,0.373991,0.678266,0.543901,0.026661,0.461511
0.207095,0.250369,0.474412,0.163685,0.227442,0.307818,0.443878,0.026556,0.197322
0.340387,0.207509,0.702857,0.895773,0.269692,0.217434,0.602716,0.495931,0.561044
0.705229,0.383353,0.786706,0.89082,0.038625,0.74887,0.994443,0.983204,0.688886
0.136658,0.544674,0.978911,0.654582,0.961721,0.903988,0.659672,0.730087,0.582494
0.160249,0.986687,0.074316,0.053028,0.603352,0.470275,0.411111,0.322869,0.576033
0.110551,0.820011,0.936834,0.606064,0.598151,0.094625,0.870626,0.070875,0.753297
0.037205,0.246764,0.934294,0.915824,0.239663,0.656292,0.296853,0.071214,0.698092
0.587339,0.249583,0.288556,0.08744,0.914431,0.317456,0.398888,0.903343,0.174339
0.282797,0.41852,0.375471,0.58928,0.543896,0.483156,0.86583,0.477964,0.570398
0.924849,0.098619,0.017491,0.16455,0.773003,0.997185,0.758061,0.25923,0.517077
0.257315,0.18151,0.070932,0.18816,0.55302,0.786689,0.530685,0.932786,0.570694
0.877927,0.581299,0.051481,0.327938,0.578225,0.289826,0.097821,0.077902,0.426257
0.533693,0.717703,0.802773,0.875983,0.701094,0.763889,0.384363,0.784762,0.842114
0.642882,0.64307,0.426937,0.40871,0.972581,0.377127,0.130086,0.337162,0.57371
0.923258,0.365265,0.031544,0.325641,0.975631,0.61902,0.962715,0.753826,0.380087
0.075306,0.533567,0.454298,0.17422,0.281773,0.197566,0.726396,0.103197,0.753619
0.192081,0.934928,0.836523,0.993189,0.390579,0.394247,0.816516,0.671075,0.816342
0.55778,0.499612,0.219847,0.509814,0.073888,0.252495,0.780473,0.931296,0.420558
0.321837,0.483657,0.284092,0.069615,0.357409,0.068766,0.342114,0.749402,0.394432
0.503152,0.486225,0.408991,0.852991,0.314967,0.943132,0.439242,0.095708,0.45845
0.324567,0.366454,0.98407,0.342752,0.538174,0.340397,0.905824,0.610486,0.674353
0.941312,0.76766,0.768718,0.611314,0.819066,0.979466,0.008545,0.689762,0.861786
0.999712,0.183928,0.691176,0.617786,0.583283,0.272611,0.801158,0.581154,0.4035
0.513422,0.063002,0.870995,0.26559,0.786706,0.251439,0.024209,0.943692,0.427213
0.999974,0.574695,0.154079,0.358222,0.51022,0.635814,0.182357,0.811133,0.43799
0.920364,0.74003,0.755514,0.745881,0.277091,0.527808,0.217579,0.765592,0.870683
0.769544,0.196395,0.057553,0.365788,0.667187,0.043363,0.464164,0.956501,0.740747
0.819595,0.312999,0.272527,0.736617,0.600561,0.580213,0.850254,0.6897,0.429263
0.787656,0.578925,0.192584,0.395172,0.477185,0.574349,0.301646,0.61899,0.451858
0.122311,0.444595,0.276543,0.226811,0.087279,0.251001,0.66118,0.060911,0.545126
0.352823,0.208533,0.89929,0.7223,0.996824,0.716082,0.021889,0.94066,0.559126
0.853162,0.408382,0.117462,0.062387,0.878435,0.511895,0.809036,0.973957,0.411858
0.176318,0.032846,0.438281,0.038431,0.284098,0.272573,0.176596,0.997272,0.247604
0.604285,0.029661,0.958742,0.737676,0.39337,0.29616,0.52559,0.290699,0.852587
0.797879,0.381726,0.462699,0.351772,0.112242,0.678728,0.319757,0.001453,0.249629
0.837387,0.298466,0.210328,0.560009,0.62565,0.134812,0.19119,0.266615,0.398895
0.06903,0.054512,0.302926,0.563198,0.219528,0.334287,0.231313,0.580168,0.262235
0.288024,0.251203,0.485117,0.059706,0.830561,0.104754,0.090141,0.010244,0.323763
0.877779,0.100894,0.22567,0.357839,0.065629,0.474898,0.091898,0.532953,0.361711
0.583858,0.747559,0.192194,0.835496,0.290774,0.439898,0.9417,0.562339,0.697536
0.629241,0.406212,0.677087,0.862484,0.848069,0.294209,0.750643,0.603081,0.912927
0.797892,0.598381,0.929547,0.15057,0.833742,0.553262,0.949836,0.302636,0.837892
0.335221,0.399443,0.99436,0.251596,0.623877,0.35145,0.639212,0.856608,0.674989
0.014047,0.075166,0.15687,0.258442,0.675652,0.289097,0.835097,0.963171,0.724116
0.827139,0.084779,0.599511,0.303784,0.663232,0.594016,0.793149,0.970646,0.155122
0.028618,0.940235,0.9569,0.778935,0.759528,0.590016,0.574693,0.528013,0.38278
0.893066,0.99611,0.311237,0.220358,0.650977,0.681144,0.908741,0.647682,0.694116
0.835922,0.683921,0.476748,0.415869,0.298594,0.839497,0.931994,0.444433,0.914437
0.488516,0.52706,0.182501,0.970854,0.040034,0.431639,0.155926,0.600651,0.457213
0.339688,0.461886,0.658865,0.672596,0.693169,0.614823,0.436909,0.888942,0.577263
0.726376,0.760058,0.109332,0.450722,0.00944,0.375309,0.574761,0.687033,0.599339
0.736753,0.152251,0.707456,0.185993,0.138687,0.027406,0.31178,0.94498,0.735419
0.639027,0.856952,0.325095,0.08742,0.571564,0.356955,0.152581,0.403426,0.741925
0.018959,0.6133,0.482158,0.324877,0.125028,0.515442,0.40481,0.425357,0.718988
0.211662,0.994185,0.983688,0.917342,0.751093,0.859748,0.230186,0.643042,0.339282
0.673467,0.632843,0.673891,0.165871,0.977486,0.802028,0.2858,0.308022,0.8129
0.90805,0.795914,0.268202,0.065209,0.308641,0.65246,0.900088,0.210519,0.577188
0.93001,0.827219,0.990053,0.876601,0.089474,0.129937,0.265723,0.879592,0.234012
0.800869,0.612993,0.321466,0.09658,0.509311,0.370329,0.885084,0.05158,0.412193
0.554749,0.575247,0.428442,0.689505,0.861961,0.711357,0.620846,0.198495,0.573702
0.35214,0.721344,0.944636,0.696748,0.58117,0.768413,0.414458,0.570646,0.66509
0.975147,0.355536,0.643236,0.040011,0.836752,0.131771,0.086388,0.923885,0.412459
0.277426,0.148519,0.029307,0.733593,0.779299,0.799162,0.130018,0.192952,0.487621
0.467551,0.204231,0.641692,0.096337,0.433497,0.515656,0.012171,0.611928,0.381351
0.704773,0.731244,0.215021,0.430499,0.157817,0.459866,0.489765,0.215714,0.435317
0.042723,0.971134,0.874616,0.10946,0.963943,0.23693,0.218219,0.524983,0.51079
0.953813,0.84082,0.405877,0.5217,0.817016,0.532444,0.113968,0.44703,0.889127
0.893509,0.431759,0.704575,0.772003,0.276667,0.414685,0.257297,0.289955,0.737903
0.070028,0.832276,0.913353,0.024177,0.747975,0.478134,0.470279,0.712632,0.506716
0.363512,0.832423,0.383292,0.007803,0.565636,0.753064,0.474242,0.326563,0.840934
0.976358,0.716612,0.48594,0.888916,0.04969,0.66432,0.204054,0.456694,0.822839
0.345911,0.047031,0.665524,0.559432,0.933208,0.818885,0.557959,0.303992,0.084607
0.839777,0.46942,0.187029,0.044273,0.466186,0.771043,0.61171,0.661696,0.344183
0.978109,0.13609,0.291481,0.232201,0.670473,0.265533,0.864305,0.838593,0.373608
0.396747,0.351332,0.026421,0.232174,0.218445,0.142088,0.457379,0.921341,0.609235
0.236618,0.376404,0.089052,0.660899,0.133202,0.858001,0.877627,0.720145,0.394968
0.650714,0.269096,0.987827,0.466251,0.990115,0.999403,0.041014,0.370583,0.765255
0.034886,0.268848,0.815697,0.039032,0.393583,0.869757,0.416576,0.169581,0.807576
0.692195,0.359072,0.013349,0.572505,0.629256,0.716576,0.326329,0.451428,0.405639
0.767512,0.057382,0.490396,0.748618,0.280224,0.174172,0.610876,0.646911,0.126506
0.408832,0.432247,0.910062,0.724448,0.098199,0.724448,0.608635,0.983556,0.835651
0.531252,0.705437,0.803852,0.996677,0.008687,0.723757,0.004844,0.481876,0.823601
0.999374,0.501153,0.104656,0.880362,0.293708,0.736445,0.215492,0.697646,0.406542
0.759789,0.263588,0.477336,0.298309,0.642232,0.747082,0.957377,0.028245,0.250318
0.062641,0.693796,0.315102,0.159111,0.37191,0.705294,0.73151,0.03906,0.765503
0.27699,0.82182,0.326736,0.652024,0.976895,0.85786,0.503732,0.941361,0.523339
0.660996,0.048359,0.964637,0.787725,0.484793,0.406348,0.15889,0.415842,0.567936
0.381053,0.613788,0.666721,0.676852,0.213607,0.853407,0.669319,0.841004,0.864797
0.437553,0.08795,0.837589,0.901604,0.261977,0.582209,0.386767,0.18791,0.263398
0.041992,0.685647,0.456968,0.03386,0.468171,0.11963,0.071535,0.320669,0.817178
0.185729,0.178949,0.057188,0.241455,0.190925,0.744331,0.728342,0.806786,0.42706
0.663097,0.366736,0.724984,0.725637,0.062857,0.913604,0.249669,0.078773,0.490141
0.195668,0.218587,0.746462,0.642059,0.513681,0.790529,0.054768,0.518631,0.749982
0.219282,0.040022,0.949393,0.634112,0.950237,0.944149,0.523058,0.751288,0.419463
0.900284,0.285085,0.496836,0.970202,0.085509,0.51574,0.408881,0.845642,0.466813
0.725259,0.995388,0.189295,0.127957,0.814108,0.672412,0.176442,0.398137,0.733091
0.894054,0.591593,0.928038,0.794916,0.338333,0.542519,0.425411,0.662278,0.645802
0.863144,0.150431,0.137689,0.953259,0.351148,0.867951,0.072249,0.304332,0.579463
0.072109,0.797359,0.530201,0.628489,0.453225,0.98638,0.187984,0.381106,0.798144
0.615237,0.071604,0.337162,0.853192,0.691415,0.134033,0.108855,0.514596,0.173775
0.689368,0.83695,0.410041,0.495597,0.163074,0.774295,0.251023,0.837382,0.759641
0.470307,0.529728,0.988926,0.937944,0.97847,0.324238,0.368041,0.481766,0.858528
0.565827,0.732333,0.499627,0.876536,0.982158,0.296799,0.267341,0.088729,0.83712
0.204609,0.464824,0.9906,0.077182,0.518721,0.47995,0.984891,0.445514,0.734295
0.274564,0.055422,0.58435,0.539897,0.63589,0.190701,0.36796,0.12039,0.187735
0.568455,0.901309,0.239978,0.783629,0.65604,0.74856,0.798611,0.755605,0.601501
0.933959,0.195618,0.005515,0.928093,0.4269,0.677107,0.075083,0.940418,0.510372
0.703164,0.682985,0.752404,0.479601,0.331883,0.174935,0.440323,0.281437,0.923491
0.178061,0.329096,0.606092,0.88279,0.097118,0.570228,0.056018,0.521609,0.437288
0.757142,0.793008,0.457545,0.736573,0.862678,0.750659,0.068786,0.110006,0.653213
0.641287,0.85203,0.665225,0.536599,0.216721,0.168286,0.700349,0.348073,0.709639
0.375776,0.922592,0.677898,0.502067,0.879885,0.870901,0.651602,0.090705,0.785623
0.365072,0.045854,0.890961,0.765511,0.167196,0.041834,0.758819,0.010375,0.318277
0.565145,0.278313,0.761326,0.400012,0.814895,0.895192,0.847991,0.657296,0.857859
0.584862,0.628482,0.440537,0.934766,0.565051,0.937809,0.98802,0.023784,0.787081
0.854412,0.417158,0.499902,0.498299,0.570529,0.975088,0.433555,0.518723,0.449361
0.669594,0.549418,0.660704,0.577831,0.134639,0.002933,0.05549,0.654795,0.771237
0.903962,0.104393,0.990948,0.914707,0.477214,0.065943,0.900135,0.012036,0.85656
0.293564,0.357038,0.864199,0.059958,0.056812,0.324983,0.876714,0.382404,0.551838
0.884613,0.931765,0.723253,0.633886,0.162916,0.123712,0.663708,0.538913,0.818695
0.564165,0.812528,0.278785,0.894085,0.915014,0.126355,0.076435,0.654502,0.740261
0.397101,0.300741,0.422288,0.286005,0.875913,0.140624,0.851659,0.297583,0.284987
0.501098,0.960655,0.903609,0.285733,0.303135,0.135598,0.397305,0.288804,0.462967
0.900427,0.688997,0.724685,0.698702,0.420868,0.325827,0.059376,0.952971,0.910716
0.874249,0.777264,0.056151,0.813852,0.55438,0.635719,0.577021,0.648462,0.324872
0.844739,0.854686,0.267063,0.920543,0.544418,0.247321,0.827125,0.98601,0.795742
0.30595,0.509819,0.62739,0.780855,0.026732,0.920645,0.558017,0.284727,0.478661
0.238665,0.780086,0.449761,0.937574,0.766841,0.46487,0.580773,0.714304,0.89021
0.226272,0.506074,0.744696,0.957571,0.810182,0.698041,0.84918,0.655383,0.867548
0.026043,0.664399,0.624196,0.107191,0.82513,0.863177,0.855393,0.063221,0.879083
0.221322,0.325174,0.748646,0.335391,0.83122,0.184354,0.716859,0.819283,0.681385
0.541992,0.195324,0.070916,0.905751,0.959746,0.723785,0.471471,0.764856,0.743267
0.501615,0.651299,0.618851,0.283028,0.846082,0.907713,0.253266,0.547461,0.849639
0.909757,0.486476,0.61889,0.950007,0.707122,0.059502,0.665626,0.77487,0.76889
0.392113,0.468123,0.407718,0.451324,0.130198,0.386813,0.886409,0.315613,0.220791
0.789014,0.38721,0.557867,0.519289,0.308503,0.330904,0.37212,0.026185,0.769765
0.419373,0.569662,0.626478,0.445765,0.700992,0.051748,0.361668,0.364851,0.819585
0.453775,0.701463,0.074389,0.2712,0.065313,0.17181,0.928216,0.945183,0.438553
0.421642,0.703039,0.529248,0.618092,0.731635,0.934362,0.071753,0.976406,0.785643
0.658904,0.894248,0.660899,0.844098,0.852267,0.817018,0.184252,0.668124,0.765815
0.148527,0.008885,0.037963,0.174013,0.796106,0.18749,0.405114,0.545068,0.761869
0.755672,0.086656,0.123213,0.702995,0.562446,0.167071,0.284864,0.582391,0.400672
0.79556,0.403074,0.979673,0.448172,0.153018,0.812059,0.857334,0.67773,0.886141
0.483559,0.215765,0.345385,0.031241,0.453786,0.409063,0.791102,0.565744,0.405351
0.635243,0.266182,0.038776,0.837938,0.331851,0.629448,0.204178,0.545686,0.506164
0.322244,0.332175,0.319445,0.130125,0.245621,0.760855,0.395216,0.175699,0.302851
0.30504,0.214858,0.115586,0.546301,0.254583,0.350237,0.254368,0.061182,0.37121
0.947902,0.508077,0.378776,0.126624,0.417629,0.90332,0.428166,0.954968,0.452757
0.384483,0.245035,0.895733,0.946665,0.543752,0.056514,0.443061,0.292179,0.708327
0.136907,0.729915,0.890339,0.311356,0.909201,0.454752,0.551843,0.509256,0.713961
0.438992,0.272757,0.465085,0.443547,0.425836,0.7937,0.335356,0.155744,0.54938
0.226736,0.318514,0.894823,0.658765,0.25907,0.732353,0.448365,0.425987,0.934328
0.98195,0.688941,0.781212,0.555252,0.688141,0.135092,0.903406,0.985146,0.864029
0.118036,0.603463,0.277129,0.066318,0.946292,0.663474,0.990601,0.416565,0.39588
0.544696,0.632476,0.511533,0.942317,0.458752,0.861164,0.018395,0.223876,0.637232
0.659467,0.366715,0.368855,0.413936,0.798929,0.625806,0.004193,0.530673,0.480373
0.025226,0.941375,0.111025,0.887798,0.247347,0.757513,0.24259,0.116394,0.592701
0.028702,0.347937,0.02479,0.82214,0.843187,0.267923,0.025229,0.077548,0.646335
0.212134,0.917768,0.654936,0.658062,0.445421,0.861154,0.860268,0.976851,0.736099
0.213811,0.094932,0.098051,0.880744,0.703665,0.974199,0.508015,0.90763,0.275973
0.521202,0.81642,0.630734,0.968788,0.321533,0.255015,0.119318,0.374434,0.801076
0.518783,0.158675,0.580486,0.613667,0.375268,0.135062,0.385396,0.156489,0.470867
0.758288,0.050122,0.575215,0.037591,0.174149,0.872098,0.765,0.892563,0.076749
0.064016,0.795244,0.008128,0.834884,0.018964,0.406768,0.225344,0.279345,0.394322
0.066028,0.611581,0.613227,0.779627,0.39644,0.864175,0.617056,0.491863,0.838474
0.965768,0.749454,0.028478,0.801621,0.021668,0.830152,0.894759,0.652398,0.382284
0.36552,0.581941,0.839492,0.88363,0.198628,0.173001,0.925137,0.2014,0.894205
0.394464,0.971655,0.632684,0.734416,0.610857,0.584415,0.46079,0.24031,0.845183
0.136203,0.905042,0.947027,0.873604,0.71047,0.313145,0.957012,0.90484,0.398472
0.282941,0.839805,0.354087,0.250379,0.165049,0.971085,0.167786,0.930313,0.663644
0.941019,0.844104,0.556929,0.769504,0.26902,0.913796,0.47069,0.639425,0.838815
0.738448,0.632386,0.009948,0.417612,0.577722,0.83335,0.623923,0.904102,0.429404
0.229658,0.407364,0.024043,0.273155,0.917557,0.849118,0.606675,0.032031,0.476922
0.615781,0.218248,0.050892,0.436701,0.386156,0.081811,0.54971,0.663745,0.445083
0.191428,0.956278,0.389523,0.714899,0.617232,0.701767,0.468063,0.47135,0.795526
0.086347,0.076137,0.465228,0.834531,0.088482,0.463972,0.492015,0.013981,0.096183
0.35483,0.937947,0.544053,0.39862,0.409853,0.245814,0.508635,0.34742,0.783284
0.854091,0.017213,0.896881,0.229543,0.002153,0.940509,0.360047,0.120676,0.339614
0.86562,0.763568,0.058013,0.094788,0.388243,0.146578,0.905765,0.634957,0.387463
0.762009,0.580466,0.069542,0.833326,0.824902,0.032051,0.371152,0.769345,0.44626
0.620843,0.279237,0.290599,0.414608,0.096787,0.998376,0.780082,0.357285,0.219048
0.784526,0.980271,0.312935,0.748933,0.565537,0.089407,0.196597,0.126058,0.639909
0.154192,0.202669,0.410475,0.78415,0.411409,0.387476,0.028571,0.244597,0.207486
0.779713,0.092013,0.072605,0.28662,0.202973,0.171284,0.076502,0.785999,0.411
0.315811,0.222451,0.636074,0.700379,0.603244,0.666407,0.266316,0.852252,0.303498
0.047821,0.638632,0.896685,0.946104,0.112395,0.261104,0.449103,0.822949,0.774368
0.540531,0.639273,0.6616,0.622144,0.831931,0.133991,0.399446,0.271746,0.837017
0.623679,0.94855,0.598378,0.266177,0.651259,0.425776,0.640489,0.329362,0.912654
0.421239,0.933371,0.684845,0.236331,0.074088,0.610112,0.280793,0.148008,0.806913
0.510602,0.670868,0.268628,0.214612,0.078046,0.114198,0.795595,0.081872,0.584737
0.874701,0.369955,0.782205,0.252102,0.115198,0.352367,0.057268,0.535334,0.80948
0.995483,0.11443,0.553788,0.987402,0.141994,0.591721,0.22862,0.335616,0.147791
0.578538,0.339923,0.441936,0.441869,0.229282,0.238151,0.727202,0.641144,0.379658
0.377372,0.757659,0.81359,0.631717,0.707879,0.764333,0.850958,0.517661,0.545348
0.777451,0.071565,0.681762,0.431858,0.990159,0.72693,0.319963,0.463773,0.212108
0.041323,0.444616,0.625721,0.732974,0.373966,0.257436,0.809345,0.173355,0.643948
0.427692,0.383259,0.208102,0.165799,0.756997,0.062301,0.703085,0.323753,0.29854
0.018,0.507261,0.684137,0.331884,0.890904,0.022587,0.324629,0.88633,0.802918
0.554386,0.469736,0.484544,0.421582,0.307392,0.661771,0.36999,0.222944,0.334742
0.874618,0.973108,0.025365,0.477898,0.720813,0.089757,0.084142,0.189493,0.563413
0.409556,0.609074,0.503817,0.287366,0.740731,0.761851,0.134501,0.537792,0.70333
0.233207,0.0545,0.098807,0.583837,0.0551,0.573486,0.792853,0.00032,0.660083
0.434883,0.218945,0.753578,0.208232,0.867619,0.781985,0.482327,0.204122,0.54915
0.628084,0.964493,0.345246,0.699546,0.611381,0.381785,0.405381,0.026002,0.7675
0.708942,0.789935,0.852553,0.366734,0.558607,0.653824,0.826502,0.507941,0.874791
0.701178,0.316733,0.988703,0.199593,0.690807,0.930979,0.215221,0.145221,0.868756
0.755704,0.622213,0.15102,0.972531,0.223773,0.659776,0.838212,0.30502,0.410383
0.00777,0.586354,0.955818,0.602653,0.270234,0.321099,0.620961,0.11785,0.88509
0.827885,0.630925,0.463105,0.168882,0.576582,0.672204,0.682583,0.77267,0.665435
0.108619,0.355287,0.457728,0.814825,0.91091,0.169075,0.962761,0.521597,0.661661
0.232161,0.48391,0.531494,0.364193,0.854692,0.578143,0.056312,0.461852,0.263669
0.346369,0.739393,0.055896,0.514924,0.952069,0.721936,0.39795,0.129133,0.746926
0.110838,0.644665,0.220793,0.419468,0.772878,0.908508,0.610844,0.088838,0.500906
0.886202,0.631948,0.646654,0.484257,0.577151,0.232583,0.166886,0.810506,0.932913
0.068717,0.800097,0.518195,0.880851,0.505827,0.838342,0.523583,0.566697,0.870278
0.678089,0.300179,0.979748,0.708508,0.209209,0.959538,0.122648,0.316975,0.841291
0.210183,0.136948,0.705416,0.902838,0.014599,0.048062,0.416497,0.847892,0.12326
0.234907,0.628242,0.409599,0.054588,0.821953,0.480539,0.886223,0.189692,0.403435
0.91183,0.325291,0.715148,0.440815,0.513623,0.827156,0.542295,0.037013,0.737691
0.289723,0.806381,0.051208,0.745959,0.596322,0.35351,0.250241,0.703967,0.210124
0.659141,0.875076,0.699156,0.713193,0.948646,0.208394,0.679602,0.67694,0.829118
0.604234,0.171839,0.65481,0.526632,0.707346,0.818911,0.000603,0.212812,0.231146
0.630482,0.273258,0.883216,0.620028,0.26595,0.334173,0.308682,0.875648,0.560716
0.182816,0.237107,0.760682,0.583353,0.937155,0.135765,0.214986,0.18096,0.293642
0.581368,0.910648,0.083447,0.489266,0.754537,0.724504,0.54833,0.462609,0.702067
0.295324,0.935509,0.601509,0.875284,0.951686,0.291683,0.293518,0.018372,0.570887
0.45689,0.044637,0.45456,0.583103,0.727167,0.855035,0.022483,0.936733,0.122494
0.162348,0.270967,0.404561,0.401543,0.542506,0.118333,0.268461,0.905214,0.357245
0.68714,0.394039,0.243175,0.515393,0.84137,0.731587,0.564969,0.101363,0.471833
0.843796,1,0.648235,0.057863,0.851551,0.788048,0.366177,0.15553,0.773788
0.469704,0.394302,0.659386,0.422336,0.967323,0.030863,0.404646,0.66882,0.660435
0.019065,0.392272,0.57294,0.816001,0.683723,0.893282,0.739774,0.936919,0.30719
