@relation pollen-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute RIDGE numeric
@attribute NUB numeric
@attribute CRACK numeric
@attribute WEIGHT numeric
@attribute DENSITY numeric
@attribute OBSERVATION_NUMBER numeric

@data
0.528553,0.514463,0.499201,0.507599,0.476107,0.760853
0.484982,0.770978,0.69824,0.54464,0.584439,0.761113
0.761139,0.51101,0.724413,0.250871,0.479198,0.761372
0.867943,0.561179,0.487912,0.187435,0.364662,0.761632
0.567089,0.542238,0.308071,0.427446,0.556124,0.761892
0.65176,0.555626,0.456673,0.331317,0.538736,0.762152
0.638424,0.64943,0.48174,0.302672,0.556037,0.762412
0.457303,0.546636,0.435094,0.606608,0.55326,0.762672
0.486365,0.334434,0.627296,0.505292,0.605818,0.762932
0.428183,0.415476,0.624743,0.599648,0.737702,0.763192
0.522937,0.50663,0.355911,0.4699,0.536518,0.763452
0.453857,0.23438,0.446981,0.540323,0.445356,0.763712
0.665437,0.317249,0.455419,0.433021,0.231844,0.763972
0.583903,0.292481,0.756457,0.506005,0.388516,0.764232
0.190611,0.425401,0.740736,0.799031,0.683001,0.764492
0.528694,0.362001,0.414328,0.451903,0.624026,0.764752
0.273653,0.349384,0.421041,0.58828,0.800187,0.765012
0.231058,0.644539,0.400013,0.694061,0.810826,0.765272
0.721983,0.285515,0.525352,0.344138,0.349911,0.765532
0.566422,0.691386,0.670437,0.492364,0.491989,0.765792
0.479453,0.380518,0.403113,0.432538,0.582029,0.766051
0.574751,0.426028,0.329319,0.483273,0.466245,0.766311
0.407458,0.73747,0.509208,0.605335,0.594458,0.766571
0.752164,0.478046,0.547184,0.413603,0.200272,0.766831
0.564288,0.685107,0.756028,0.380214,0.674017,0.767091
0.573495,0.432544,0.666886,0.370317,0.552885,0.767351
0.36962,0.31708,0.524749,0.717672,0.565676,0.767611
0.231519,0.49595,0.621756,0.754051,0.674977,0.767871
0.4391,0.449536,0.513928,0.533824,0.676051,0.768131
0.224694,0.331736,0.525754,0.727968,0.615282,0.768391
0.461353,0.527758,0.711284,0.592589,0.466415,0.768651
0.364789,0.703,0.483789,0.638606,0.665181,0.768911
0.466488,0.758453,0.548652,0.528851,0.760875,0.769171
0.356803,0.492651,0.602565,0.635668,0.640363,0.769431
0.402412,0.555061,0.577143,0.62052,0.582636,0.769691
0.344977,0.36256,0.550976,0.694377,0.65094,0.769951
0.528155,0.609804,0.649928,0.547417,0.481241,0.770211
0.817042,0.566808,0.508124,0.301217,0.218061,0.77047
0.381822,0.477457,0.655912,0.68756,0.520562,0.77073
0.34572,0.391955,0.666742,0.746081,0.50365,0.77099
0.679281,0.563533,0.497695,0.353441,0.546808,0.77125
0.609311,0.728294,0.568318,0.301274,0.651464,0.77151
0.531075,0.412352,0.51888,0.434796,0.548855,0.77177
0.491133,0.282095,0.394677,0.538439,0.415046,0.77203
0.610266,0.662497,0.511012,0.461462,0.532493,0.77229
0.701543,0.609305,0.49254,0.296923,0.440021,0.77255
0.397785,0.368652,0.688515,0.571662,0.540818,0.77281
0.730415,0.659246,0.479767,0.37965,0.430744,0.77307
0.315071,0.675429,0.446584,0.71528,0.591922,0.77333
0.636809,0.598363,0.66755,0.426457,0.529459,0.77359
0.497464,0.505937,0.36051,0.390773,0.697451,0.77385
0.602247,0.42678,0.552202,0.314337,0.548104,0.77411
0.509086,0.515063,0.597146,0.43869,0.659781,0.77437
0.395247,0.701838,0.506964,0.614939,0.628955,0.77463
0.615149,0.41259,0.654443,0.417279,0.395606,0.77489
0.429082,0.64973,0.420544,0.669837,0.513145,0.775149
0.278977,0.636227,0.589745,0.60165,0.855001,0.775409
0.506148,0.128795,0.373149,0.4143,0.613964,0.775669
0.571106,0.507521,0.598729,0.338621,0.658187,0.775929
0.376919,0.622626,0.595985,0.73835,0.622621,0.776189
0.643716,0.495008,0.511416,0.436905,0.374921,0.776449
0.394997,0.176846,0.523288,0.662402,0.460854,0.776709
0.736579,0.556912,0.336895,0.211588,0.512115,0.776969
0.409644,0.284285,0.595419,0.553189,0.469384,0.777229
0.437838,0.306388,0.428271,0.586699,0.535379,0.777489
0.597313,0.34621,0.479292,0.371507,0.431373,0.777749
0.399049,0.412076,0.65087,0.587195,0.63804,0.778009
0.319251,0.375169,0.682379,0.78581,0.462831,0.778269
0.362759,0.408813,0.542365,0.703016,0.48913,0.778529
0.512574,0.517333,0.366167,0.415065,0.779263,0.778789
0.497159,0.734273,0.579675,0.463836,0.769553,0.779049
0.589662,0.687039,0.554161,0.434095,0.42014,0.779309
0.415352,0.775049,0.473543,0.500445,0.763708,0.779568
0.65961,0.57539,0.417754,0.298366,0.454991,0.779828
0.81554,0.458302,0.263293,0.148209,0.369329,0.780088
0.427728,0.466347,0.331789,0.587341,0.575726,0.780348
0.623596,0.529166,0.590399,0.342156,0.451463,0.780608
0.663559,0.302177,0.427014,0.449079,0.293241,0.780868
0.512333,0.420379,0.602244,0.57768,0.379986,0.781128
0.563992,0.25448,0.36878,0.384391,0.475618,0.781388
0.780269,0.605245,0.485526,0.228812,0.419311,0.781648
0.398107,0.712268,0.6787,0.502059,0.869486,0.781908
0.484289,0.468447,0.512692,0.480856,0.599872,0.782168
0.636243,0.27721,0.615105,0.515026,0.269143,0.782428
0.464622,0.169703,0.349615,0.601071,0.40824,0.782688
0.470476,0.663774,0.515393,0.594615,0.42905,0.782948
0.636959,0.426696,0.325334,0.317881,0.492417,0.783208
0.48078,0.542714,0.626963,0.455289,0.61172,0.783468
0.600814,0.34339,0.653938,0.385853,0.465887,0.783728
0.756053,0.729649,0.677589,0.289657,0.462679,0.783988
0.643374,0.782493,0.389292,0.316505,0.687838,0.784247
0.412537,0.615183,0.305702,0.448219,0.883199,0.784507
0.611571,0.313579,0.433482,0.354931,0.446033,0.784767
0.422642,0.391468,0.600603,0.621369,0.566728,0.785027
0.400425,0.333308,0.505296,0.541586,0.60267,0.785287
0.59503,0.462837,0.462463,0.3629,0.468921,0.785547
0.481324,0.469291,0.512666,0.479942,0.594083,0.785807
0.536705,0.802777,0.364219,0.468509,0.706314,0.786067
0.532511,0.673233,0.433897,0.540257,0.470091,0.786327
0.62776,0.577211,0.501921,0.348253,0.546769,0.786587
0.53657,0.323058,0.478993,0.368047,0.556054,0.786847
0.471174,0.787973,0.483193,0.486781,0.58206,0.787107
0.231264,0.454796,0.591241,0.660622,0.794389,0.787367
0.710867,0.62268,0.59348,0.346838,0.417508,0.787627
0.656314,0.384333,0.326126,0.274621,0.423969,0.787887
0.465958,0.600925,0.326265,0.485927,0.618901,0.788147
0.606675,0.545412,0.247975,0.309773,0.549427,0.788407
0.411282,0.525993,0.584893,0.61727,0.695858,0.788666
0.413587,0.329037,0.482336,0.550272,0.637145,0.788926
0.618626,0.637473,0.552044,0.342865,0.612641,0.789186
0.418908,0.481285,0.378746,0.538913,0.63174,0.789446
0.611074,0.483454,0.197495,0.313148,0.716481,0.789706
0.354053,0.269216,0.577729,0.629975,0.553282,0.789966
0.547235,0.33731,0.294291,0.458245,0.580379,0.790226
0.472136,0.5827,0.405289,0.412099,0.781428,0.790486
0.630982,0.622891,0.454198,0.320981,0.522203,0.790746
0.474998,0.832294,0.562287,0.642023,0.490885,0.791006
0.558716,0.410192,0.455465,0.437143,0.432451,0.791266
0.485407,0.370503,0.408461,0.438249,0.642379,0.791526
0.621242,0.438396,0.455729,0.400706,0.335208,0.791786
0.397087,0.210016,0.567274,0.605463,0.482577,0.792046
0.594529,0.379703,0.330462,0.322458,0.598274,0.792306
0.486137,0.587654,0.665326,0.52578,0.575298,0.792566
0.626214,0.679375,0.411398,0.402008,0.514241,0.792826
0.530213,0.390261,0.499932,0.625506,0.151499,0.793086
0.599181,0.5833,0.506342,0.441792,0.410846,0.793345
0.600649,0.280838,0.426154,0.356362,0.446172,0.793605
0.433965,0.509723,0.476461,0.499404,0.660955,0.793865
0.488773,0.185107,0.357985,0.59878,0.281389,0.794125
0.690091,0.485142,0.335217,0.340942,0.499201,0.794385
0.398154,0.373525,0.692645,0.554508,0.663697,0.794645
0.661863,0.54611,0.275203,0.377137,0.533122,0.794905
0.607252,0.465841,0.514228,0.459015,0.466721,0.795165
0.722321,0.298046,0.431002,0.44239,0.132522,0.795425
0.646529,0.384196,0.555951,0.41712,0.301483,0.795685
0.669218,0.475024,0.543437,0.465264,0.304098,0.795945
0.47106,0.578266,0.476459,0.489416,0.715398,0.796205
0.472942,0.249288,0.38092,0.391828,0.529961,0.796465
0.78098,0.546797,0.401974,0.214793,0.491378,0.796725
0.503554,0.479924,0.279067,0.405968,0.621948,0.796985
0.6692,0.43028,0.316468,0.26164,0.572622,0.797245
0.545769,0.229762,0.574569,0.504127,0.28131,0.797505
0.38382,0.80733,0.579325,0.622455,0.608114,0.797764
0.286356,0.621836,0.69094,0.726574,0.663422,0.798024
0.618447,0.483032,0.67737,0.397391,0.36475,0.798284
0.448511,0.626252,0.298989,0.441993,0.750541,0.798544
0.31169,0.100426,0.366349,0.739834,0.521352,0.798804
0.516917,0.369953,0.499295,0.41053,0.500576,0.799064
0.207158,0.613917,0.710744,0.747277,0.794542,0.799324
0.649771,0.392829,0.329119,0.384381,0.405219,0.799584
0.67978,0.580014,0.42118,0.336397,0.426462,0.799844
0.521144,0.686225,0.351611,0.401564,0.654088,0.800104
0.375022,0.527259,0.821075,0.71771,0.554854,0.800364
0.505213,0.526947,0.459029,0.566859,0.454192,0.800624
0.547913,0.797312,0.696957,0.44647,0.656358,0.800884
0.67426,0.560888,0.616107,0.275901,0.526276,0.801144
0.479507,0.527401,0.552912,0.482875,0.684983,0.801404
0.492675,0.546512,0.383086,0.514612,0.626406,0.801664
0.43172,0.764506,0.528127,0.608883,0.56826,0.801924
0.629892,0.566157,0.629392,0.448446,0.412732,0.802184
0.666399,0.49715,0.519183,0.299114,0.519505,0.802443
0.364547,0.618731,0.594324,0.603514,0.680426,0.802703
0.694611,0.366248,0.291825,0.405414,0.344567,0.802963
0.441573,0.470658,0.60613,0.627823,0.573957,0.803223
0.636994,0.26743,0.70101,0.495434,0.269213,0.803483
0.457444,0.537303,0.605344,0.491655,0.614457,0.803743
0.26752,0.42987,0.607099,0.718457,0.636202,0.804003
0.606637,0.427294,0.653316,0.429647,0.368294,0.804263
0.545512,0.787081,0.468576,0.267211,0.84094,0.804523
0.699142,0.430239,0.53288,0.372788,0.409078,0.804783
0.526772,0.165263,0.571298,0.52959,0.306639,0.805043
0.615433,0.591638,0.513368,0.451287,0.48252,0.805303
0.334317,0.474429,0.645498,0.67275,0.561271,0.805563
0.437415,0.586881,0.332986,0.477644,0.910628,0.805823
0.424985,0.496907,0.281184,0.578215,0.678906,0.806083
0.417529,0.491992,0.363125,0.615043,0.432617,0.806343
0.331097,0.533166,0.660727,0.628671,0.567309,0.806603
0.673047,0.581603,0.45822,0.400644,0.374005,0.806862
0.38962,0.61044,0.646237,0.682878,0.524164,0.807122
0.361981,0.580115,0.563539,0.671402,0.654621,0.807382
0.470013,0.371205,0.39558,0.53663,0.487405,0.807642
0.662266,0.476135,0.574603,0.366318,0.446548,0.807902
0.568441,0.513452,0.710636,0.464167,0.392336,0.808162
0.434343,0.298926,0.448878,0.535303,0.552924,0.808422
0.413855,0.208384,0.305292,0.577968,0.494657,0.808682
0.483821,0.611007,0.33333,0.467002,0.61616,0.808942
0.740589,0.397337,0.409826,0.379216,0.340132,0.809202
0.511773,0.896805,0.653351,0.616709,0.511547,0.809462
0.453741,0.657656,0.606414,0.528411,0.721484,0.809722
0.665611,0.498898,0.384965,0.337029,0.44285,0.809982
0.485947,0.408156,0.405331,0.499586,0.549536,0.810242
0.302577,0.482875,0.497941,0.695535,0.799109,0.810502
0.473928,0.420025,0.672416,0.568858,0.453327,0.810762
0.500086,0.554838,0.690349,0.576394,0.50165,0.811022
0.638075,0.633345,0.513188,0.24088,0.678692,0.811282
0.390101,0.374607,0.549512,0.636642,0.524155,0.811541
0.605934,0.36073,0.348583,0.255683,0.562607,0.811801
0.287676,0.614556,0.522381,0.699255,0.623634,0.812061
0.329027,0.510959,0.612364,0.635375,0.634015,0.812321
0.579884,0.399182,0.712179,0.498717,0.318247,0.812581
0.586879,0.309404,0.571156,0.417059,0.558778,0.812841
0.737327,0.549329,0.436171,0.108364,0.620774,0.813101
0.50664,0.487986,0.506757,0.493532,0.550637,0.813361
0.40608,0.705118,0.621503,0.523599,0.749092,0.813621
0.590081,0.344442,0.40796,0.407695,0.454524,0.813881
0.511003,0.417764,0.644722,0.476062,0.610947,0.814141
0.845112,0.730766,0.567582,0.204803,0.343624,0.814401
0.55747,0.796834,0.600995,0.424112,0.533641,0.814661
0.490176,0.706277,0.40121,0.386608,0.815008,0.814921
0.594151,0.300947,0.36006,0.390312,0.489684,0.815181
0.553478,0.418174,0.492678,0.451605,0.509556,0.815441
0.465613,0.297336,0.677459,0.655039,0.231468,0.815701
0.658567,0.478304,0.306703,0.266122,0.509722,0.81596
0.382766,0.342918,0.752412,0.661875,0.395863,0.81622
0.548235,0.373974,0.578319,0.579173,0.30846,0.81648
0.425596,0.431721,0.522512,0.600179,0.540404,0.81674
0.496041,0.476007,0.510214,0.486913,0.58371,0.817
0.660521,0.666276,0.267533,0.33845,0.547262,0.81726
0.584437,0.357865,0.193325,0.374119,0.455261,0.81752
0.520178,0.411553,0.673908,0.534076,0.378829,0.81778
0.795722,0.77811,0.528054,0.22303,0.526394,0.81804
0.723373,0.601424,0.558632,0.323825,0.535008,0.8183
0.531272,0.688626,0.802479,0.463298,0.51593,0.81856
0.692046,0.478649,0.467373,0.252301,0.614732,0.81882
0.602363,0.460582,0.516394,0.524855,0.325564,0.81908
0.384202,0.131942,0.550795,0.661999,0.40421,0.81934
0.480397,0.525707,0.605694,0.613654,0.388756,0.8196
0.684119,0.605617,0.490011,0.38875,0.444705,0.81986
0.352014,0.090803,0.551013,0.643946,0.448722,0.82012
0.639727,0.553028,0.503912,0.436768,0.3525,0.82038
0.49383,0.638367,0.688386,0.61414,0.447639,0.820639
0.599767,0.431659,0.470331,0.361096,0.415059,0.820899
0.416757,0.337025,0.588918,0.608921,0.423161,0.821159
0.259751,0.495501,0.548418,0.706525,0.694483,0.821419
0.437509,0.575791,0.642846,0.574303,0.619032,0.821679
0.803213,0.717584,0.415182,0.183057,0.521339,0.821939
0.599199,0.340356,0.555395,0.476582,0.290709,0.822199
0.624726,0.401242,0.65102,0.554815,0.120617,0.822459
0.494116,0.260144,0.525763,0.550394,0.403643,0.822719
0.488345,0.5991,0.336463,0.398097,0.640166,0.822979
0.683467,0.646595,0.567344,0.331162,0.528996,0.823239
0.397695,0.487712,0.58851,0.711007,0.372136,0.823499
0.675231,0.489914,0.389726,0.416886,0.366793,0.823759
0.405059,0.693425,0.694452,0.612853,0.64733,0.824019
0.758486,0.404145,0.519229,0.299666,0.367862,0.824279
0.502275,0.23413,0.563642,0.433429,0.585334,0.824539
0.787818,0.684807,0.422007,0.203905,0.461596,0.824799
0.476873,0.492699,0.48388,0.587613,0.46883,0.825058
0.469408,0.46963,0.320919,0.510569,0.68986,0.825318
0.52598,0.591852,0.582296,0.568,0.371171,0.825578
0.591602,0.631705,0.463566,0.474014,0.330357,0.825838
0.636605,0.603742,0.332662,0.261318,0.635172,0.826098
0.626478,0.684576,0.547644,0.359828,0.505086,0.826358
0.634759,0.325332,0.403672,0.417399,0.320749,0.826618
0.337018,0.476191,0.538337,0.702377,0.472423,0.826878
0.588302,0.503073,0.549296,0.305216,0.505378,0.827138
0.374106,0.662021,0.62214,0.587301,0.764254,0.827398
0.448988,0.640046,0.528922,0.485282,0.757766,0.827658
0.606104,0.476126,0.496746,0.413899,0.433337,0.827918
0.703704,0.786445,0.53956,0.365503,0.439541,0.828178
0.296345,0.267323,0.328661,0.716636,0.599732,0.828438
0.562055,0.419978,0.52948,0.414267,0.564122,0.828698
0.435553,0.240599,0.528739,0.510756,0.600068,0.828958
0.322921,0.422572,0.616462,0.641936,0.643645,0.829218
0.264573,0.709029,0.309777,0.711657,0.734581,0.829478
0.501849,0.467021,0.44188,0.6012,0.564441,0.829737
0.389257,0.347069,0.673396,0.608959,0.552178,0.829997
0.595552,0.642192,0.592805,0.364442,0.403272,0.830257
0.450228,0.469375,0.392882,0.471775,0.760373,0.830517
0.70244,0.416213,0.544286,0.363785,0.382347,0.830777
0.775482,0.423707,0.545677,0.239441,0.423973,0.831037
0.672183,0.036004,0.502689,0.463355,0.162003,0.831297
0.5477,0.723278,0.347575,0.319048,0.760966,0.831557
0.412381,0.588982,0.626988,0.579319,0.630116,0.831817
0.764755,0.659311,0.313135,0.240623,0.494521,0.832077
0.265211,0.593695,0.452435,0.766656,0.648958,0.832337
0.487674,0.700587,0.688267,0.400361,0.786108,0.832597
0.445403,0.914875,0.324815,0.611786,0.629911,0.832857
0.669263,0.381504,0.127491,0.225775,0.540971,0.833117
0.486839,0.363651,0.601129,0.494973,0.647465,0.833377
0.406746,0.660229,0.716966,0.562364,0.641467,0.833637
0.575794,0.588114,0.320321,0.331397,0.631483,0.833897
0.465857,0.408228,0.535064,0.671448,0.355543,0.834156
0.504857,0.355916,0.616329,0.656769,0.331222,0.834416
0.534532,0.668,0.333799,0.441009,0.559032,0.834676
0.549009,0.412278,0.678328,0.510101,0.350448,0.834936
0.614419,0.615506,0.351204,0.36355,0.699839,0.835196
0.54035,0.588759,0.331667,0.493803,0.52529,0.835456
0.597033,0.694596,0.299897,0.428618,0.50609,0.835716
0.271105,0.3719,0.503617,0.739209,0.532886,0.835976
0.641622,0.34098,0.464279,0.425616,0.558014,0.836236
0.29997,0.472192,0.712283,0.694112,0.509565,0.836496
0.443508,0.401702,0.77408,0.548764,0.585889,0.836756
0.444157,0.429017,0.610078,0.590923,0.465538,0.837016
0.198313,0.434702,0.595115,0.761866,0.713006,0.837276
0.660626,0.542815,0.362545,0.243443,0.589573,0.837536
0.414048,0.449441,0.63103,0.62978,0.57962,0.837796
0.490093,0.65546,0.486135,0.492447,0.543521,0.838056
0.438903,0.538117,0.650844,0.674412,0.462556,0.838316
0.186601,0.862325,0.454851,0.733058,0.924545,0.838576
0.63134,0.491635,0.535229,0.346277,0.436743,0.838835
0.281037,0.634501,0.704263,0.710865,0.779507,0.839095
0.447124,0.250489,0.623446,0.577803,0.311293,0.839355
0.506586,0.493454,0.505464,0.494735,0.530978,0.839615
0.486916,0.527606,0.40795,0.492464,0.612065,0.839875
0.359412,0.454585,0.57105,0.660025,0.546389,0.840135
0.696497,0.463363,0.320182,0.267463,0.60126,0.840395
0.576744,0.385008,0.374205,0.409723,0.537557,0.840655
0.531518,0.513619,0.499229,0.508511,0.481896,0.840915
0.471745,0.532937,0.644239,0.549913,0.619831,0.841175
0.589691,0.506757,0.63241,0.523323,0.3718,0.841435
0.602978,0.387513,0.45753,0.441658,0.55512,0.841695
0.873875,0.429305,0.336378,0.179885,0.40617,0.841955
0.623477,0.465494,0.552105,0.367084,0.457999,0.842215
0.433448,0.361484,0.620282,0.643541,0.401146,0.842475
0.407456,0.320815,0.377742,0.618793,0.536898,0.842735
0.49745,0.287866,0.501048,0.409373,0.626035,0.842995
0.342126,0.343667,0.245195,0.565158,0.72743,0.843254
0.706492,0.610957,0.392579,0.425231,0.392493,0.843514
0.612638,0.491151,0.545036,0.41222,0.462321,0.843774
0.417245,0.419639,0.612433,0.481736,0.620473,0.844034
0.53216,0.274862,0.61642,0.393681,0.451057,0.844294
0.372063,0.644786,0.556278,0.638692,0.62634,0.844554
0.549584,0.442259,0.612992,0.563487,0.424288,0.844814
0.679484,0.501703,0.550199,0.320297,0.41278,0.845074
0.657726,0.397581,0.475306,0.360506,0.520099,0.845334
0.693713,0.521806,0.556396,0.386364,0.268239,0.845594
0.603869,0.28939,0.431987,0.483489,0.411069,0.845854
0.47741,0.467485,0.637709,0.482898,0.665495,0.846114
0.448482,0.375204,0.539544,0.590988,0.504545,0.846374
0.695307,0.555079,0.59633,0.317253,0.551252,0.846634
0.499014,0.292543,0.498647,0.415682,0.555382,0.846894
0.420738,0.485291,0.29889,0.519044,0.604827,0.847154
0.754579,0.516317,0.553667,0.216334,0.436315,0.847414
0.473107,0.653962,0.311319,0.473134,0.658323,0.847674
0.396679,0.370307,0.263047,0.54633,0.596405,0.847933
0.448558,0.656087,0.403766,0.449423,0.865679,0.848193
0.484425,0.746979,0.397019,0.430423,0.751838,0.848453
0.721818,0.523918,0.674266,0.360056,0.259382,0.848713
0.333623,0.584156,0.508701,0.69154,0.513468,0.848973
0.725116,0.510433,0.500622,0.368441,0.506038,0.849233
0.820582,0.369564,0.542316,0.245764,0.232848,0.849493
0.536734,0.223973,0.50088,0.492129,0.410715,0.849753
0.856415,0.902356,0.487109,0.162613,0.575739,0.850013
0.566814,0.598188,0.545485,0.435431,0.670005,0.850273
0.709925,0.511363,0.431537,0.33026,0.313707,0.850533
0.616858,0.410667,0.517043,0.328294,0.489466,0.850793
0.375968,0.358578,0.590417,0.716292,0.352277,0.851053
0.64113,0.67939,0.36058,0.345838,0.49508,0.851313
0.237948,0.341979,0.668752,0.786812,0.56479,0.851573
0.474351,0.558247,0.373664,0.48076,0.613091,0.851833
0.441109,0.432521,0.788064,0.686686,0.372769,0.852093
0.442405,0.389135,0.50348,0.542942,0.613767,0.852352
0.852568,0.580441,0.468891,0.140186,0.415395,0.852612
0.53668,0.271739,0.60874,0.573595,0.246883,0.852872
0.624021,0.433439,0.296306,0.433223,0.407401,0.853132
0.505213,0.48294,0.508035,0.491871,0.567396,0.853392
0.528544,0.345979,0.488962,0.474676,0.41849,0.853652
0.579987,0.549085,0.622022,0.505145,0.290622,0.853912
0.61147,0.648815,0.325951,0.433403,0.483118,0.854172
0.536541,0.302991,0.640596,0.531507,0.362986,0.854432
0.460749,0.427136,0.563126,0.627982,0.457156,0.854692
0.478977,0.486657,0.439385,0.569368,0.531227,0.854952
0.741352,0.406534,0.415559,0.293641,0.281506,0.855212
0.427708,0.266108,0.385216,0.589912,0.583151,0.855472
0.254088,0.63404,0.512819,0.716719,0.758434,0.855732
0.71449,0.345533,0.35696,0.340342,0.343092,0.855992
0.653615,0.514641,0.428379,0.358308,0.376074,0.856252
0.535879,0.531487,0.313918,0.478134,0.595912,0.856512
0.607304,0.382913,0.753698,0.501317,0.345729,0.856772
0.476466,0.589009,0.327508,0.499003,0.653464,0.857031
0.634186,0.731156,0.483831,0.425226,0.599985,0.857291
0.41377,0.620481,0.373888,0.50636,0.653857,0.857551
0.685356,0.469844,0.501166,0.310017,0.402019,0.857811
0.438661,0.183922,0.498344,0.665222,0.392685,0.858071
0.395303,0.534494,0.656293,0.554851,0.688493,0.858331
0.577772,0.378289,0.520917,0.452973,0.370311,0.858591
0.401638,0.332312,0.584914,0.633475,0.577904,0.858851
0.715358,0.392983,0.445643,0.307075,0.438406,0.859111
0.369761,0.429695,0.594311,0.654299,0.58375,0.859371
0.394379,0.40596,0.546107,0.663411,0.381435,0.859631
0.590891,0.535243,0.584881,0.430654,0.489736,0.859891
0.717296,0.102521,0.408171,0.324109,0.315488,0.860151
0.299263,0.372271,0.683046,0.634321,0.603425,0.860411
0.440984,0.512347,0.461245,0.503502,0.614466,0.860671
0.507293,0.606877,0.614602,0.475598,0.721288,0.860931
0.601495,0.315481,0.545856,0.430525,0.542608,0.861191
0.651349,0.632201,0.560587,0.352129,0.457278,0.86145
0.542735,0.352789,0.658043,0.507714,0.372088,0.86171
0.315514,0.448609,0.443161,0.531231,0.817012,0.86197
0.361394,0.717234,0.480214,0.532401,0.833998,0.86223
0.474132,0.632641,0.531537,0.492842,0.650434,0.86249
0.582661,0.570558,0.28652,0.269368,0.69395,0.86275
0.402077,0.662499,0.666199,0.643226,0.618321,0.86301
0.558439,0.099695,0.362644,0.352878,0.627222,0.86327
0.559604,0.342368,0.479036,0.406704,0.423916,0.86353
0.52589,0.217979,0.752653,0.485011,0.498276,0.86379
0.247032,0.522317,0.696319,0.651031,0.722527,0.86405
0.192238,0.547201,0.766839,0.792798,0.680124,0.86431
0.721731,0.339827,0.466425,0.3258,0.359939,0.86457
0.498999,0.340303,0.659792,0.632223,0.383893,0.86483
0.560247,0.792903,0.635425,0.516468,0.534244,0.86509
0.690632,0.676341,0.421623,0.294353,0.58302,0.86535
0.473031,0.521012,0.381751,0.537772,0.482201,0.86561
0.590833,0.322934,0.484556,0.409147,0.449128,0.86587
0.477909,0.658318,0.546319,0.531536,0.567505,0.866129
0.836026,0.444181,0.608327,0.146914,0.380317,0.866389
0.635377,0.704414,0.484275,0.278656,0.689375,0.866649
0.35431,0.785569,0.540435,0.679481,0.603792,0.866909
0.207037,0.333257,0.497837,0.864817,0.593502,0.867169
0.550314,0.310893,0.609279,0.381569,0.538299,0.867429
0.625744,0.584308,0.704287,0.303604,0.658292,0.867689
0.173959,0.343049,0.548373,0.810142,0.670018,0.867949
0.726322,0.349342,0.43125,0.278555,0.424135,0.868209
0.606793,0.39663,0.542185,0.403452,0.453707,0.868469
0.479552,0.254902,0.418435,0.488336,0.633932,0.868729
0.68055,0.615432,0.461789,0.385439,0.369373,0.868989
0.295893,0.622727,0.553656,0.642653,0.730237,0.869249
0.59934,0.668722,0.479521,0.375316,0.691134,0.869509
0.430868,0.617601,0.734855,0.584861,0.643301,0.869769
0.423204,0.451468,0.368717,0.567844,0.601011,0.870029
0.525194,0.651362,0.636721,0.523268,0.421332,0.870289
0.528159,0.751731,0.312393,0.523735,0.476029,0.870548
0.484673,0.466977,0.513018,0.480668,0.605508,0.870808
0.672514,0.374613,0.386447,0.368248,0.373843,0.871068
0.408044,0.532076,0.609803,0.681079,0.425829,0.871328
0.701089,0.514243,0.566949,0.371561,0.308966,0.871588
0.288511,0.371597,0.546243,0.805206,0.397518,0.871848
0.445133,0.436309,0.67686,0.636049,0.459845,0.872108
0.28411,0.534358,0.796431,0.735159,0.591036,0.872368
0.30839,0.513224,0.274874,0.593373,0.83808,0.872628
0.516855,0.501435,0.502973,0.500336,0.511922,0.872888
0.747438,0.38217,0.602301,0.295531,0.295324,0.873148
0.37838,0.153736,0.59499,0.581961,0.463028,0.873408
0.250109,0.552583,0.394957,0.699853,0.749659,0.873668
0.640879,0.799298,0.488863,0.333091,0.660842,0.873928
0.326924,0.688403,0.486564,0.655696,0.79191,0.874188
0.644793,0.545314,0.308352,0.327594,0.671769,0.874448
0.476012,0.6364,0.779361,0.517165,0.677492,0.874708
0.265197,0.122953,0.45367,0.74931,0.570993,0.874968
0.636708,0.5704,0.523581,0.371656,0.516358,0.875227
0.448643,0.564974,0.490912,0.508651,0.541892,0.875487
0.597125,0.198931,0.389148,0.491008,0.302933,0.875747
0.703047,0.184902,0.622806,0.397645,0.341887,0.876007
0.652617,0.42998,0.597195,0.549695,0.321343,0.876267
0.468151,0.461414,0.499354,0.61613,0.470707,0.876527
0.558864,0.791658,0.152966,0.340292,0.688201,0.876787
0.364406,0.662288,0.449129,0.655249,0.504527,0.877047
0.536197,0.425936,0.453448,0.48094,0.495451,0.877307
0.351381,0.268149,0.620266,0.640498,0.492627,0.877567
0.502192,0.489252,0.506716,0.492163,0.541953,0.877827
0.562251,0.333189,0.568455,0.409532,0.475435,0.878087
0.420219,0.328815,0.374316,0.4881,0.713255,0.878347
0.536987,0.299731,0.274989,0.497849,0.462478,0.878607
0.399517,0.356201,0.49017,0.602343,0.539395,0.878867
0.523883,0.500799,0.502712,0.502805,0.520754,0.879127
0.552831,0.416444,0.424355,0.472528,0.462906,0.879387
0.496904,0.722134,0.623002,0.404268,0.771012,0.879646
0.707426,0.275644,0.561886,0.305791,0.373773,0.879906
0.47809,0.720556,0.598197,0.457512,0.704148,0.880166
0.31519,0.558449,0.587559,0.664425,0.748869,0.880426
0.517571,0.409217,0.460169,0.544035,0.408715,0.880686
